Gen Number,ID,Fitness,Weights
130,659,0.2688412864360461,"[0.8459862926440538, 0.022302458278409314, -0.05714728248976575, 0.5405788631108982, -0.00939259109647828, 0.18394900354474897]"
131,658,0.30407278572559787,"[0.8459862926440443, 0.022805294101531162, -0.05719539704078359, 0.5405788631088749, -0.009442804773824543, 0.1839490047019246]"
131,656,0.30354344259766997,"[0.8459862926440574, 0.022089212710666856, -0.05712847649124103, 0.5405788631116957, -0.009372964635831373, 0.18394900308858791]"
131,653,0.2916501322759722,"[0.8459862926440431, 0.022871640986890786, -0.057201745535568005, 0.5405788631086079, -0.00944943023872021, 0.18394900485460863]"
131,665,0.28762538418213424,"[0.8459862926440436, 0.022843864325245433, -0.057199087686738655, 0.5405788631087197, -0.00944665643410749, 0.1839490047906862]"
131,637,0.28663487213027217,"[0.8459862926440651, 0.021693252916393825, -0.057088989820223916, 0.5405788631133494, -0.00933175525289033, 0.18394900214278523]"
131,663,0.28139059387930176,"[0.8459862926440499, 0.022508301870250307, -0.057166978922569285, 0.5405788631100699, -0.009413146838987491, 0.18394900401845665]"
131,662,0.2724363633138825,"[0.8459862926440446, 0.022790274279124428, -0.05719395984800965, 0.5405788631089354, -0.00944130487966138, 0.1839490046673595]"
131,661,0.26214638083049535,"[0.8459862926440433, 0.022852900823074188, -0.05719995235670808, 0.5405788631086833, -0.009447558827623322, 0.1839490048114819]"
131,647,0.23449410463752085,"[0.8459862926440468, 0.02267243533248613, -0.05718268426311851, 0.5405788631094095, -0.009429537367138937, 0.18394900439617684]"
131,664,2.1866924924060458e-05,"[0.8459862926440594, 0.02200142343778278, -0.057118477548805995, 0.5405788631121093, -0.009362529462716079, -0.09910278129317154]"
132,656,0.30829002230701824,"[0.8459862926440574, 0.022089212710666856, -0.05712847649124103, 0.5405788631116957, -0.009372964635831373, 0.18394900308858791]"
132,670,0.30828234178119124,"[0.845986292644051, 0.02244099365802376, -0.05716141836541468, 0.5405788631103075, -0.009407343687613947, 0.18394900388259353]"
132,637,0.3018934672242722,"[0.8459862926440651, 0.021693252916393825, -0.057088989820223916, 0.5405788631133494, -0.00933175525289033, 0.18394900214278523]"
132,665,0.2991570832865721,"[0.8459862926440436, 0.022843864325245433, -0.057199087686738655, 0.5405788631087197, -0.00944665643410749, 0.1839490047906862]"
132,658,0.29429230722643046,"[0.8459862926440443, 0.022805294101531162, -0.05719539704078359, 0.5405788631088749, -0.009442804773824543, 0.1839490047019246]"
132,668,0.2917084667811535,"[0.8459862926440628, 0.0218197614435683, -0.0571010949660887, 0.5405788631128403, -0.009344388518208723, 0.18394900243391918]"
132,667,0.29077960661149044,"[0.8459862926440468, 0.022671390936336307, -0.057182584328608024, 0.5405788631094137, -0.009429433072717423, 0.18394900439377335]"
132,653,0.28943822822380655,"[0.8459862926440431, 0.022871640986890786, -0.057201745535568005, 0.5405788631086079, -0.00944943023872021, 0.18394900485460863]"
132,669,0.2806188869897738,"[0.8459862926440485, 0.02257579210861293, -0.057173949200240395, 0.540578863109779, -0.009420421213715864, 0.1839490041848549]"
132,666,2.2811955026645754e-05,"[0.8459862926440433, 0.022860131317316935, -0.4460161961665559, 0.5405788631086542, -0.3370791282374385, 0.7316787022668301]"
133,675,0.30882871111097226,"[0.8459862926440576, 0.02209661955030543, -0.05712758652235572, 0.5405788631117263, -0.009372035839666618, 0.1839490030710525]"
133,656,0.30224234147137924,"[0.8459862926440574, 0.022089212710666856, -0.05712847649124103, 0.5405788631116957, -0.009372964635831373, 0.18394900308858791]"
133,637,0.30154331565999254,"[0.8459862926440651, 0.021693252916393825, -0.057088989820223916, 0.5405788631133494, -0.00933175525289033, 0.18394900214278523]"
133,671,0.2957092482229942,"[0.8459862926440438, 0.022831330083032626, -0.05719788833019187, 0.5405788631087701, -0.009445404752414753, 0.18394900476184117]"
133,673,0.2934295622652393,"[0.8459862926440548, 0.022233349354582627, -0.057141973899851026, 0.5405788631111269, -0.0093870509050912, 0.18394900341391907]"
133,674,0.2885167565420403,"[0.8459862926440576, 0.02209936657957951, -0.057128327280614954, 0.5405788631116972, -0.009372808915491575, 0.18394900308771156]"
133,665,0.2869132482135892,"[0.8459862926440436, 0.022843864325245433, -0.057199087686738655, 0.5405788631087197, -0.00944665643410749, 0.1839490047906862]"
133,658,0.28402075362019225,"[0.8459862926440443, 0.022805294101531162, -0.05719539704078359, 0.5405788631088749, -0.009442804773824543, 0.1839490047019246]"
133,670,0.26295528066703394,"[0.845986292644051, 0.02244099365802376, -0.05716141836541468, 0.5405788631103075, -0.009407343687613947, 0.18394900388259353]"
133,672,0.25924354277448053,"[0.8459862926440498, 0.02250528247925604, -0.05716735980522916, 0.5405788631100568, -0.009413544338674903, 0.18394900402599618]"
134,678,0.3058689424324541,"[0.845986292644056, -0.09000867857958902, -0.057136056707109584, 0.5405788631113734, -0.009380875558946868, 0.18394900327290603]"
134,671,0.301677673999739,"[0.8459862926440438, 0.022831330083032626, -0.05719788833019187, 0.5405788631087701, -0.009445404752414753, 0.18394900476184117]"
134,675,0.296485153020576,"[0.8459862926440576, 0.02209661955030543, -0.05712758652235572, 0.5405788631117263, -0.009372035839666618, 0.1839490030710525]"
134,679,0.2897611517569639,"[0.8459862926440576, 0.022094489159134225, -0.05712784249952661, 0.5405788631117174, -0.009372302984528097, 0.1839490030760961]"
134,676,0.289685874721671,"[0.845986292644062, 0.021858207067560847, -0.05710477368954463, 0.5405788631126857, -0.00934822773584153, 0.18394900252239407]"
134,677,0.2836641704076228,"[0.8459862926440478, 0.022614129886185406, -0.057177578937766954, 0.5405788631096262, -0.009424209308276744, 0.1839490042722452]"
134,637,0.2824402689906129,"[0.8459862926440651, 0.021693252916393825, -0.057088989820223916, 0.5405788631133494, -0.00933175525289033, 0.18394900214278523]"
134,673,0.27821364963616,"[0.8459862926440548, 0.022233349354582627, -0.057141973899851026, 0.5405788631111269, -0.0093870509050912, 0.18394900341391907]"
134,656,0.26345676421264913,"[0.8459862926440574, 0.022089212710666856, -0.05712847649124103, 0.5405788631116957, -0.009372964635831373, 0.18394900308858791]"
134,680,2.3464716250651984e-05,"[0.8459862926440607, 0.02191940240655503, -0.05711154233855492, 0.5405788631124049, 0.30835949109726446, 0.1839490026829734]"
135,675,0.30840728343769686,"[0.8459862926440576, 0.02209661955030543, -0.05712758652235572, 0.5405788631117263, -0.009372035839666618, 0.1839490030710525]"
135,681,0.3080890724639064,"[0.8459862926440486, 0.022574239597722687, -0.057173288266507374, 0.5405788631098045, -0.009419731444976156, 0.18394900417019908]"
135,678,0.2776665780623326,"[0.845986292644056, -0.09000867857958902, -0.057136056707109584, 0.5405788631113734, -0.009380875558946868, 0.18394900327290603]"
135,679,0.27469386860145706,"[0.8459862926440576, 0.022094489159134225, -0.05712784249952661, 0.5405788631117174, -0.009372302984528097, 0.1839490030760961]"
135,683,0.27253910908731244,"[0.8459862926440587, 0.022034816636320474, -0.057122016522277254, 0.5405788631119619, -0.009366222833396332, 0.18394900293625988]"
135,676,0.2724337158056721,"[0.845986292644062, 0.021858207067560847, -0.05710477368954463, 0.5405788631126857, -0.00934822773584153, 0.18394900252239407]"
135,671,0.24465584742707538,"[0.8459862926440438, 0.022831330083032626, -0.05719788833019187, 0.5405788631087701, -0.009445404752414753, 0.18394900476184117]"
135,682,1.9614240261926462e-05,"[0.8459862926440576, 0.022095686394615094, -0.41963335076693997, 0.5405788631117224, -0.00937215285467823, 0.1839490030732617]"
135,684,1.9526824394026e-05,"[0.8459862926440613, 0.009982887418779125, 0.4851635167184449, 0.5405788631125463, -0.00935169349188694, 0.1839490026020653]"
135,685,1.9052558873773533e-05,"[0.8459862926440522, 0.822771990088206, -0.15122740324522335, 0.5405788631105641, -0.245211974387916, 0.1839490037357607]"
136,678,0.30656669857478264,"[0.845986292644056, -0.09000867857958902, -0.057136056707109584, 0.5405788631113734, -0.009380875558946868, 0.18394900327290603]"
136,688,0.3016496116088613,"[0.8459862926440567, -0.03886207986108961, -0.05713230900945294, 0.5405788631115304, -0.009376964357928862, 0.18394900318311233]"
136,679,0.3014478307736117,"[0.8459862926440576, 0.022094489159134225, -0.05712784249952661, 0.5405788631117174, -0.009372302984528097, 0.1839490030760961]"
136,683,0.29279262623664204,"[0.8459862926440587, 0.022034816636320474, -0.057122016522277254, 0.5405788631119619, -0.009366222833396332, 0.18394900293625988]"
136,681,0.28914669805663046,"[0.8459862926440486, 0.022574239597722687, -0.057173288266507374, 0.5405788631098045, -0.009419731444976156, 0.18394900417019908]"
136,687,0.28806797069529577,"[0.8459862926440498, 0.004672046086984221, -0.05716736794935947, 0.540578863110054, -0.009413552838114748, 0.18394900402751743]"
136,675,0.28740203014648236,"[0.8459862926440576, 0.02209661955030543, -0.05712758652235572, 0.5405788631117263, -0.009372035839666618, 0.1839490030710525]"
136,686,1.955014392754643e-05,"[0.8459862926440558, 0.022187383046665118, -0.05713627135481067, -0.3689992626080507, -0.009381099571229594, 0.18394900327992644]"
136,689,1.947800538355275e-05,"[0.845986292644058, -0.8840357271744913, -0.057125694518039845, 0.5405788631118076, -0.009370061291588221, 0.18394900302453984]"
136,690,1.947059056486386e-05,"[0.8459862926440542, 0.02227098515285175, -0.057144464161034275, 0.5405788631110173, -0.6820543743186261, 0.18394900347649937]"
137,693,0.3078045939727995,"[0.8459862926440551, 0.022222267096793036, -0.05713983354667715, 0.5405788631112122, -0.009384817173269836, 0.18394900336505599]"
137,692,0.3012135229157572,"[0.8459862926440581, 0.02206563596572851, -0.057125025490283046, 0.5405788631118357, -0.009369363075701242, 0.18394900300848172]"
137,691,0.3001272457948721,"[0.8459862926440571, -0.013767618304874845, -0.057130470246815244, 0.5405788631116074, -0.009375045374339646, 0.18394900313905613]"
137,688,0.2853556163993859,"[0.8459862926440567, -0.03886207986108961, -0.05713230900945294, 0.5405788631115304, -0.009376964357928862, 0.18394900318311233]"
137,681,0.2844543630657531,"[0.8459862926440486, 0.022574239597722687, -0.057173288266507374, 0.5405788631098045, -0.009419731444976156, 0.18394900417019908]"
137,683,0.28395664565966255,"[0.8459862926440587, 0.022034816636320474, -0.057122016522277254, 0.5405788631119619, -0.009366222833396332, 0.18394900293625988]"
137,678,0.2825067046303169,"[0.845986292644056, -0.09000867857958902, -0.057136056707109584, 0.5405788631113734, -0.009380875558946868, 0.18394900327290603]"
137,679,0.2778033955414259,"[0.8459862926440576, 0.022094489159134225, -0.05712784249952661, 0.5405788631117174, -0.009372302984528097, 0.1839490030760961]"
137,694,0.27450367069715564,"[0.8459862926440522, -0.0050771858703854145, -0.05715484421122931, 0.5405788631105813, -0.009400482718320759, 0.1839490037259284]"
137,695,0.2740392259999657,"[0.8459862926440571, -0.01066715557892832, -0.05713024306461381, 0.5214691782090775, -0.016203651144797514, 0.1839490031336129]"
138,691,0.30921096507626944,"[0.8459862926440571, -0.013767618304874845, -0.057130470246815244, 0.5405788631116074, -0.009375045374339646, 0.18394900313905613]"
138,699,0.2893521512301823,"[0.8459862926440513, 0.010987010871578301, -0.05715963618000418, 0.5405788631103794, -0.009405483749585192, 0.1839490038414297]"
138,698,0.28886175589328505,"[0.8459862926440529, -0.009495779749842403, -0.05715189692050616, 0.5405788631107054, -0.00939740684413536, 0.1839490036549356]"
138,681,0.2776293680450887,"[0.8459862926440486, 0.022574239597722687, -0.057173288266507374, 0.5405788631098045, -0.009419731444976156, 0.18394900417019908]"
138,697,0.2773050634884527,"[0.845986292644057, -0.019708934179137036, -0.05713090558867838, 0.5405788631115892, -0.009375499709159124, 0.1839490031494868]"
138,688,0.2766234650850677,"[0.8459862926440567, -0.03886207986108961, -0.05713230900945294, 0.5405788631115304, -0.009376964357928862, 0.18394900318311233]"
138,692,0.2706433905299838,"[0.8459862926440581, 0.02206563596572851, -0.057125025490283046, 0.5405788631118357, -0.009369363075701242, 0.18394900300848172]"
138,693,0.26682054697018714,"[0.8459862926440551, 0.022222267096793036, -0.05713983354667715, 0.5405788631112122, -0.009384817173269836, 0.18394900336505599]"
138,700,2.069975775600169e-05,"[-0.14762556417619932, -0.01756031089750688, -0.05713074815122136, 0.5405788631115958, -0.009375335403070803, 0.18394900314571463]"
138,696,2.0622776346720566e-05,"[0.8459862926440579, 0.012912950326503808, -0.05712641621367493, 0.5405788631117774, -0.6456269223113752, 0.1839490030418336]"
139,705,0.31155821003954126,"[0.845986292644057, -0.01877500689719272, -0.05713083715642338, 0.540578863111592, -0.009375428291363466, 0.18394900314784718]"
139,691,0.30362911650002694,"[0.8459862926440571, -0.013767618304874845, -0.057130470246815244, 0.5405788631116074, -0.009375045374339646, 0.18394900313905613]"
139,702,0.3021877267456023,"[0.8459862926440515, 0.008429946908710146, -0.05715867001372696, 0.5405788631104201, -0.009404475431712935, 0.18394900381814783]"
139,697,0.30004862201968174,"[0.845986292644057, -0.019708934179137036, -0.05713090558867838, 0.5405788631115892, -0.009375499709159124, 0.1839490031494868]"
139,701,0.29811485627963785,"[0.8459862926440561, -0.009547448938362851, -0.05713544245532268, 0.540578863111398, -0.009380234508778382, 0.1839490032587968]"
139,698,0.2971307280056912,"[0.8459862926440529, -0.009495779749842403, -0.05715189692050616, 0.5405788631107054, -0.00939740684413536, 0.1839490036549356]"
139,681,0.29588726423860334,"[0.8459862926440486, 0.022574239597722687, -0.057173288266507374, 0.5405788631098045, -0.009419731444976156, 0.18394900417019908]"
139,699,0.29236228878025633,"[0.8459862926440513, 0.010987010871578301, -0.05715963618000418, 0.5405788631103794, -0.009405483749585192, 0.1839490038414297]"
139,703,2.2791471957368436e-05,"[0.8459862926440509, 0.005525338862625146, -0.05716191630783743, 0.8810651991271929, 0.15985435339250212, 0.18394900389627733]"
139,704,2.1759394875838733e-05,"[0.8459862926440518, 0.006289662927711056, -0.7612147208350997, 0.5405788631104919, -0.009402696415936912, 0.18394900377709078]"
140,707,0.3007710573145388,"[0.8459862926440566, -0.01146392321464347, -0.05713339685898893, 0.5405788631114842, -0.0093780996678184, 0.18394900320953322]"
140,709,0.2996366232140969,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
140,702,0.29713145680579933,"[0.8459862926440515, 0.008429946908710146, -0.05715867001372696, 0.5405788631104201, -0.009404475431712935, 0.18394900381814783]"
140,708,0.29702413543489625,"[0.8459862926440533, -0.000982514361852923, -0.05714938280807534, 0.5405788631108113, -0.009394783046807052, 0.18394900359448058]"
140,705,0.29518930879500926,"[0.845986292644057, -0.01877500689719272, -0.05713083715642338, 0.540578863111592, -0.009375428291363466, 0.18394900314784718]"
140,710,0.2936712112078789,"[0.8459862926440564, -0.01267293175390155, -0.057133882586218154, 0.5405788631114636, -0.009378606586200698, 0.18394900322121685]"
140,697,0.2909434859342166,"[0.845986292644057, -0.019708934179137036, -0.05713090558867838, 0.5405788631115892, -0.009375499709159124, 0.1839490031494868]"
140,691,0.2812468196723428,"[0.8459862926440571, -0.013767618304874845, -0.057130470246815244, 0.5405788631116074, -0.009375045374339646, 0.18394900313905613]"
140,706,0.27592128491565615,"[0.8459862926440571, -0.017344439761609317, -0.057130732333556644, 0.5405788631115964, -0.009375318895318036, 0.18394900314533563]"
140,701,0.2753863637950836,"[0.8459862926440561, -0.009547448938362851, -0.05713544245532268, 0.540578863111398, -0.009380234508778382, 0.1839490032587968]"
141,715,0.31100059122595347,"[0.8459862926440542, -0.004899377771757719, -0.057145300143197214, 0.5405788631109831, -0.009390522264724156, 0.18394900349615811]"
141,713,0.30653410954560567,"[0.8459862926440556, -0.01168543424614273, -0.05713809035984169, 0.5405788631112867, -0.009382997935233551, 0.1839490033225266]"
141,707,0.30424938428300324,"[0.8459862926440566, -0.01146392321464347, -0.05713339685898893, 0.5405788631114842, -0.0093780996678184, 0.18394900320953322]"
141,711,0.3028907908104519,"[0.8459862926440517, 0.007209992583666481, -0.05715746629385215, 0.5405788631104709, -0.009403219196330283, 0.1839490037891582]"
141,709,0.2915445524969533,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
141,702,0.2844661654309415,"[0.8459862926440515, 0.008429946908710146, -0.05715867001372696, 0.5405788631104201, -0.009404475431712935, 0.18394900381814783]"
141,708,0.28325034503518504,"[0.8459862926440533, -0.000982514361852923, -0.05714938280807534, 0.5405788631108113, -0.009394783046807052, 0.18394900359448058]"
141,712,0.2797052393025362,"[0.8459862926440551, -0.00930131826037612, -0.05714071186784836, 0.5405788631111763, -0.009385733813557732, 0.18394900338565903]"
141,705,0.27515531391296905,"[0.845986292644057, -0.01877500689719272, -0.05713083715642338, 0.540578863111592, -0.009375428291363466, 0.18394900314784718]"
141,714,0.01926430068450771,"[0.8459862926440517, 0.007463064785834033, -0.21590765180181742, 0.5405788631104603, -0.00940347979482008, 0.18394900379517193]"
142,711,0.3099886636257102,"[0.8459862926440517, 0.007209992583666481, -0.05715746629385215, 0.5405788631104709, -0.009403219196330283, 0.1839490037891582]"
142,715,0.30507221348934954,"[0.8459862926440542, -0.004899377771757719, -0.057145300143197214, 0.5405788631109831, -0.009390522264724156, 0.18394900349615811]"
142,719,0.30229042587870947,"[0.8459862926440531, 0.0008107946544989369, -0.057150389385321645, 0.5405788631107689, -0.0093958335386853, 0.1839490036187289]"
142,718,0.2955917734614714,"[0.8459862926440551, -0.006109117004344191, -0.05714029884787418, 0.5405788631111936, -0.009385302774479479, 0.18394900337574258]"
142,709,0.28717149648062795,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
142,707,0.28213175525479695,"[0.8459862926440566, -0.01146392321464347, -0.05713339685898893, 0.5405788631114842, -0.0093780996678184, 0.18394900320953322]"
142,717,0.2819493788897361,"[0.845986292644056, -0.011593893407648517, -0.05713615074085014, 0.5405788631113683, -0.009380973695161547, 0.18394900327583136]"
142,716,0.27861638761017604,"[0.8459862926440547, -0.00724101826930073, -0.057142812288764, 0.5405788631110878, -0.009387925870969024, 0.1839490034362437]"
142,713,0.27358956184459027,"[0.8459862926440556, -0.01168543424614273, -0.05713809035984169, 0.5405788631112867, -0.009382997935233551, 0.1839490033225266]"
142,720,2.266520248298731e-05,"[0.8459862926440556, -0.01025207191101168, -0.05713872075100204, 0.5405788631112601, -0.3304062333336114, 0.18394900333771524]"
143,719,0.3102133928218887,"[0.8459862926440531, 0.0008107946544989369, -0.057150389385321645, 0.5405788631107689, -0.0093958335386853, 0.1839490036187289]"
143,715,0.3025894810731034,"[0.8459862926440542, -0.004899377771757719, -0.057145300143197214, 0.5405788631109831, -0.009390522264724156, 0.18394900349615811]"
143,722,0.29841836839249597,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
143,718,0.29809491769520674,"[0.8459862926440551, -0.006109117004344191, -0.05714029884787418, 0.5405788631111936, -0.009385302774479479, 0.18394900337574258]"
143,709,0.2974875439695474,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
143,711,0.2952228027937587,"[0.8459862926440517, 0.007209992583666481, -0.05715746629385215, 0.5405788631104709, -0.009403219196330283, 0.1839490037891582]"
143,725,0.291331257819456,"[0.845986292644054, -0.0022455204021249917, -0.057145932701038585, 0.5405788631109565, -0.009391182419597837, 0.18394900351140922]"
143,721,0.2904597590308511,"[0.8459862926440536, -0.0006623213114137161, -0.05714824130416811, 0.5405788631108592, -0.009393591741730416, 0.18394900356700178]"
143,724,0.2889960519958707,"[0.845986292644054, -0.004015602870395947, -0.05714608781546361, 0.5405788631109499, -0.009391344301305666, 0.18394900351512863]"
143,723,1.9382734109791495e-05,"[0.845986292644056, 0.2710281756143105, -0.057136381857889655, 0.5405788631113585, -0.009381214895301759, 0.18394900328139074]"
144,709,0.3058827909758288,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
144,718,0.30573167739096563,"[0.8459862926440551, -0.006109117004344191, -0.05714029884787418, 0.5405788631111936, -0.009385302774479479, 0.18394900337574258]"
144,719,0.3021314998987712,"[0.8459862926440531, 0.0008107946544989369, -0.057150389385321645, 0.5405788631107689, -0.0093958335386853, 0.1839490036187289]"
144,722,0.30020325715740903,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
144,730,0.2970222957709687,"[0.8459862926440562, -0.012610784322017662, -0.057134923448616995, 0.5405788631114199, -0.009379692859013215, 0.18394900324627594]"
144,715,0.295722982051822,"[0.8459862926440542, -0.004899377771757719, -0.057145300143197214, 0.5405788631109831, -0.009390522264724156, 0.18394900349615811]"
144,729,0.2899974572635731,"[0.8459862926440556, -0.008664028275335982, -0.057138186517686054, 0.5405788631112826, -0.00938309828822176, 0.18394900332486705]"
144,726,0.2794441692161866,"[0.8459862926440535, -0.0009630199860776553, -0.057148808457196214, 0.5405788631108354, -0.009394183638330441, 0.18394900358065336]"
144,727,2.2936993494188578e-05,"[0.8148861361960553, -0.006883296913631966, 0.7083122534693455, 0.12023100447685114, 0.03207730846238208, 0.18394900340904835]"
144,728,2.2778708925776414e-05,"[0.8459862926440556, -0.008464140629968442, -0.057138351779279416, 0.5405788631112756, -0.35329867423996275, 0.18394900332884737]"
145,735,0.3060137255442655,"[0.8459862926440563, -0.01327234875318389, -0.0571343764853877, 0.540578863111443, -0.009379122033046122, 0.18394900323310232]"
145,733,0.3038879863836081,"[0.8459862926440538, -0.0020293991136610978, -0.057146765066645164, 0.5405788631109214, -0.009392051099386354, 0.1839490035314501]"
145,718,0.29866718477695237,"[0.8459862926440551, -0.006109117004344191, -0.05714029884787418, 0.5405788631111936, -0.009385302774479479, 0.18394900337574258]"
145,722,0.2980979604432963,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
145,709,0.2974082889959343,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
145,730,0.2942159088283932,"[0.8459862926440562, -0.012610784322017662, -0.057134923448616995, 0.5405788631114199, -0.009379692859013215, 0.18394900324627594]"
145,731,0.2868889884384946,"[0.8459862926440564, -0.013463734609158054, -0.057134218252839375, 0.5405788631114496, -0.009378956897178506, 0.18394900322929128]"
145,732,0.2817074041479005,"[0.8459862926440546, -0.004128212834767296, -0.05714318738008216, 0.5405788631110721, -0.009388317326651902, 0.18394900344530019]"
145,719,0.27938552472904804,"[0.8459862926440531, 0.0008107946544989369, -0.057150389385321645, 0.5405788631107689, -0.0093958335386853, 0.1839490036187289]"
145,734,2.119255554088612e-05,"[0.8024358048838599, -0.8867615215782957, -0.057136547816060285, 0.5405788631113515, -0.009381388093842667, 0.18394900328539887]"
146,740,0.3108785060320025,"[0.8459862926440553, -0.007298391175936194, -0.0571393155887829, 0.5405788631112349, -0.009384276618073305, 0.18394900335206077]"
146,736,0.3082718116436672,"[0.8459862926440552, -0.006769683107977624, -0.05713975271003456, 0.5405788631112166, -0.0093847328099119, 0.18394900336258885]"
146,709,0.299012809665816,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
146,733,0.29491552603853666,"[0.8459862926440538, -0.0020293991136610978, -0.057146765066645164, 0.5405788631109214, -0.009392051099386354, 0.1839490035314501]"
146,722,0.29163397568051863,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
146,739,0.2877092113380378,"[0.8459862926440541, -0.0031592819564822613, -0.057144974239474504, 0.5405788631109968, -0.009390182142577485, 0.1839490034883267]"
146,718,0.28744345752435085,"[0.8459862926440551, -0.006109117004344191, -0.05714029884787418, 0.5405788631111936, -0.009385302774479479, 0.18394900337574258]"
146,735,0.2789359085587498,"[0.8459862926440563, -0.01327234875318389, -0.0571343764853877, 0.540578863111443, -0.009379122033046122, 0.18394900323310232]"
146,737,0.27596121833385057,"[0.8459862926440558, -0.010004723306890477, -0.05713707806800313, 0.5405788631113292, -0.00938194147944863, 0.18394900329817]"
146,738,2.4987387137419022e-05,"[0.8459862926440562, -0.2192057660816813, -0.05713519898906495, 0.5405788631114083, -0.009379980420652198, 0.18394900325290747]"
147,736,0.2973394612399917,"[0.8459862926440552, -0.006769683107977624, -0.05713975271003456, 0.5405788631112166, -0.0093847328099119, 0.18394900336258885]"
147,744,0.2971740497478083,"[0.8459862926440553, -0.007750828665817675, -0.057138941525942066, 0.5405788631112508, -0.009383886235737823, 0.18394900334305145]"
147,709,0.2962073285364952,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
147,722,0.29607939398672867,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
147,733,0.29413981694103947,"[0.8459862926440538, -0.0020293991136610978, -0.057146765066645164, 0.5405788631109214, -0.009392051099386354, 0.1839490035314501]"
147,742,0.29297645192315935,"[0.8459862926440544, -0.004525659294753246, -0.057143579635250616, 0.5405788631110555, -0.009388726695004087, 0.18394900345474033]"
147,740,0.28849855792122564,"[0.8459862926440553, -0.007298391175936194, -0.0571393155887829, 0.5405788631112349, -0.009384276618073305, 0.18394900335206077]"
147,741,0.2806298525996276,"[0.8459862926440558, -0.011089902127897682, -0.05713708678483421, 0.5405788631113289, -0.00938195057657484, 0.18394900329837072]"
147,743,0.2560410689681799,"[0.8459862926440554, -0.1994676163950168, -0.05713872097323454, 0.54057886311126, -0.00938365606082692, 0.18394900333773945]"
147,745,2.1699447644790566e-05,"[0.8459862926440563, 0.7338439141795052, -0.057134995289510444, 0.5405788631114169, -0.00937976783415831, 0.18394900324800184]"
148,733,0.31086824510406996,"[0.8459862926440538, -0.0020293991136610978, -0.057146765066645164, 0.5405788631109214, -0.009392051099386354, 0.1839490035314501]"
148,709,0.30516927572029845,"[0.8459862926440567, -0.014842472030926802, -0.05713307835075723, 0.5405788631114976, -0.009377767263810882, 0.1839490032018367]"
148,749,0.30443670344112606,"[0.8459862926440551, -0.006941412342793622, -0.057140496937517826, 0.5405788631111853, -0.0093855095063151, 0.18394900338050454]"
148,747,0.2992115633629935,"[0.8459862926440557, -0.009849890647486807, -0.057137206079376474, 0.5405788631113239, -0.009382075075661453, 0.18394900330125316]"
148,736,0.29840254555183493,"[0.8459862926440552, -0.006769683107977624, -0.05713975271003456, 0.5405788631112166, -0.0093847328099119, 0.18394900336258885]"
148,748,0.2968797020009098,"[0.8459862926440563, -0.013105187101573289, -0.057134514690031835, 0.5405788631114372, -0.00937926626723851, 0.18394900323643099]"
148,746,0.29584241751203466,"[0.8459862926440553, -0.007036389088642715, -0.05713953220488406, 0.5405788631112259, -0.009384502684632832, 0.18394900335727798]"
148,750,0.295808643800989,"[0.845986292644054, -0.0027306264740402683, -0.057145727732949125, 0.540578863110965, -0.009390968509225762, 0.18394900350647056]"
148,722,0.29450716963126106,"[0.8459862926440556, -0.00891379296507615, -0.057137980019127746, 0.5405788631112912, -0.00938288278061003, 0.18394900331989353]"
148,744,0.2820202617360916,"[0.8459862926440553, -0.007750828665817675, -0.057138941525942066, 0.5405788631112508, -0.009383886235737823, 0.18394900334305145]"
149,736,0.3109231303688263,"[0.8459862926440552, -0.006769683107977624, -0.05713975271003456, 0.5405788631112166, -0.0093847328099119, 0.18394900336258885]"
149,733,0.310325117554164,"[0.8459862926440538, -0.0020293991136610978, -0.057146765066645164, 0.5405788631109214, -0.009392051099386354, 0.1839490035314501]"
