Gen Number,ID,Fitness,Weights
11,47,0.17807061911042465,"[0.8423846843289975, 0.035114910721903356, -0.13839496748541563, 0.4068666950221607, -0.09667991164729836, 0.3496141544894028]"
11,63,0.16877462369298696,"[0.8433854534646713, 0.035105180949297814, -0.14016050896954668, 0.4060669112417271, -0.09782920422864563, 0.3493284587176351]"
11,65,0.16657611046647336,"[0.8452467942426782, 0.03508708444545306, -0.14344425768094476, 0.404579385186972, -0.09996678528632097, 0.3487970902220058]"
11,59,0.16101522873067234,"[0.8458393698921229, 0.03508132325027312, -0.14448967050822573, 0.4041058170320283, -0.10064730467237812, 0.3486279239763014]"
11,61,2.1871754362908387e-05,"[0.8452789996627874, 0.03508677133486326, -0.14350107398671358, 0.010651426525300545, -0.10000377029024558, 0.3487878963409945]"
12,64,0.18883439339865568,"[0.8468925870794757, 0.03507108356224528, -0.146347740036738, 0.40326411838876275, -0.10185682908397675, 0.3483272555339467]"
12,68,0.1796224989986036,"[0.8438055747492029, 0.03510109640630031, -0.14090168046431645, 0.4057311632882723, -0.09831167541842016, 0.3492085240890163]"
12,62,0.17942432909553854,"[0.8417601294224231, 0.035120982828849935, -0.13729313734560777, 0.40736582001159416, -0.09596266698498486, 0.3497924500519703]"
12,55,0.17641047766599685,"[0.8446880854751386, 0.03509251637682175, -0.14245859228472454, 0.4050258879760127, -0.0993251589423644, 0.348956588278896]"
12,46,0.1761700947084655,"[0.8489541563142815, 0.03505104037830782, -0.14998472870546556, 0.4016165759361986, -0.10422435436332185, 0.34773872657897076]"
12,69,0.16725360518463678,"[0.8451178100729375, 0.0350883384675812, -0.14321670579674303, 0.40468246535123176, -0.09981865866639428, 0.3488339121328805]"
12,51,0.1522734059399101,"[0.841563431758202, 0.035122895181536176, -0.13694612635812367, 0.40752301470903773, -0.09573677755834376, 0.34984860255406225]"
12,70,0.14863125347365946,"[0.8429078688483499, 0.035109824167749576, -0.1393179615505251, 0.40644858211496143, -0.09728074161430417, 0.34946479775995837]"
12,67,0.14605389613351905,"[0.84803933139507, 0.035059934575900974, -0.14837080868334468, 0.4023476757535697, -0.10317376091933698, 0.3479998873222529]"
12,66,2.2117446970471586e-05,"[0.6374046860901744, 0.9512304029725436, -0.7987409907605335, 0.47285974203427694, -0.9889175557317169, 0.3495597076594431]"
13,72,0.18785834994725378,"[0.8429417368793763, 0.03510949489276623, -0.13937771100884816, 0.406421515830716, -0.09731963597606652, 0.34945512924309724]"
13,74,0.1808960007833982,"[0.8480059034983695, 0.035060259571768636, -0.14831183570321532, 0.40237439029605715, -0.10313537201192712, 0.34800943019123837]"
13,55,0.17650518391804548,"[0.8446880854751386, 0.03509251637682175, -0.14245859228472454, 0.4050258879760127, -0.0993251589423644, 0.348956588278896]"
13,73,0.1720582016598735,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
13,46,0.1712143027224224,"[0.8489541563142815, 0.03505104037830782, -0.14998472870546556, 0.4016165759361986, -0.10422435436332185, 0.34773872657897076]"
13,64,0.17011176086560761,"[0.8468925870794757, 0.03507108356224528, -0.146347740036738, 0.40326411838876275, -0.10185682908397675, 0.3483272555339467]"
13,68,0.16941880836171247,"[0.8438055747492029, 0.03510109640630031, -0.14090168046431645, 0.4057311632882723, -0.09831167541842016, 0.3492085240890163]"
13,62,0.1481905654033518,"[0.8417601294224231, 0.035120982828849935, -0.13729313734560777, 0.40736582001159416, -0.09596266698498486, 0.3497924500519703]"
13,71,0.14601741658929934,"[0.8434057091539664, 0.035104984017514274, -0.14019624374439654, 0.4060507235205213, -0.09785246605058537, 0.34932267620038965]"
13,75,2.202103526470699e-05,"[0.846344900731689, 0.03507640833039927, -0.14538152022355558, 0.40370181240040887, -0.5352400926836904, 0.34848360695231073]"
14,74,0.19321561492673017,"[0.8480059034983695, 0.035060259571768636, -0.14831183570321532, 0.40237439029605715, -0.10313537201192712, 0.34800943019123837]"
14,55,0.1875040942525547,"[0.8446880854751386, 0.03509251637682175, -0.14245859228472454, 0.4050258879760127, -0.0993251589423644, 0.348956588278896]"
14,80,0.18180064447854757,"[0.8474464634234682, 0.035065698613123114, -0.14732488014581954, 0.40282147752335196, -0.10249290582779624, 0.34816913701897645]"
14,72,0.17822023088979516,"[0.8429417368793763, 0.03510949489276623, -0.13937771100884816, 0.406421515830716, -0.09731963597606652, 0.34945512924309724]"
14,73,0.17662463565597336,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
14,77,0.16596986616229648,"[0.8451866825622655, 0.03508766886893347, -0.14333820958087196, 0.4046274245851659, -0.0998977524735691, 0.34881425067621613]"
14,46,0.164070996997096,"[0.8489541563142815, 0.03505104037830782, -0.14998472870546556, 0.4016165759361986, -0.10422435436332185, 0.34773872657897076]"
14,76,0.1577239890744847,"[0.8463267466067566, 0.03507658483015445, -0.14534949299616223, 0.4037163206162915, -0.10120701262347581, 0.34848878952294415]"
14,79,0.1481439965515137,"[0.8448945982659841, 0.03509050859858056, -0.14282291896731752, 0.40486084933255057, -0.09956232015168998, 0.34889763379173466]"
14,78,2.2918072932737035e-05,"[0.8466659693615799, -0.41515928541007285, -0.4974527002786445, 0.4034452242689015, -0.10159657918947523, 0.3483919494993205]"
15,74,0.18908993924386253,"[0.8480059034983695, 0.035060259571768636, -0.14831183570321532, 0.40237439029605715, -0.10313537201192712, 0.34800943019123837]"
15,82,0.18799970559055498,"[0.8465852962933826, 0.03507407113386983, -0.14580562236823782, 0.4035096956930912, -0.10150393348779586, 0.34841497974042]"
15,80,0.17989747309631737,"[0.8474464634234682, 0.035065698613123114, -0.14732488014581954, 0.40282147752335196, -0.10249290582779624, 0.34816913701897645]"
15,73,0.17044788119022083,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
15,55,0.16821760846426814,"[0.8446880854751386, 0.03509251637682175, -0.14245859228472454, 0.4050258879760127, -0.0993251589423644, 0.348956588278896]"
15,72,0.1671335418835488,"[0.8429417368793763, 0.03510949489276623, -0.13937771100884816, 0.406421515830716, -0.09731963597606652, 0.34945512924309724]"
15,84,0.1669167544879401,"[0.8467372187783654, 0.03507259409867773, -0.14607364167463735, 0.40338828393583254, -0.10167840268224496, 0.34837160948643353]"
15,83,0.1423741792550253,"[0.8443812782640997, 0.035095499246987044, -0.1419173277318812, 0.4052710788220952, -0.09897281868827218, 0.3490441744361995]"
15,81,2.2227313119353622e-05,"[0.8450152183811175, 0.03508933589425739, 0.1934370490194234, 0.40476445346237544, -0.09970084141352997, 0.34886319961940127]"
15,85,2.168939604102199e-05,"[0.6744739621268743, 0.035064533102369545, -0.14753637096570332, 0.40272567296198986, 0.4520223084001814, 0.3481349140717665]"
16,88,0.1881123053774372,"[0.8472731352031336, 0.0350673837611856, -0.14701909717104264, 0.4029599960831012, -0.10229385408782177, 0.3482186181009887]"
16,74,0.1821844781041097,"[0.8480059034983695, 0.035060259571768636, -0.14831183570321532, 0.40237439029605715, -0.10313537201192712, 0.34800943019123837]"
16,73,0.18079137486231994,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
16,87,0.1802092811219048,"[0.8466722517470227, 0.03507322572731145, -0.1459590278392903, 0.4034402035805126, -0.1016037939393363, 0.3483901560277859]"
16,90,0.17735050239894404,"[0.844945281803964, 0.0350900158382807, -0.14291233408382759, 0.4048203446145629, -0.09962052559800148, 0.3488831648478165]"
16,82,0.17682382378676226,"[0.8465852962933826, 0.03507407113386983, -0.14580562236823782, 0.4035096956930912, -0.10150393348779586, 0.34841497974042]"
16,55,0.1757664818356216,"[0.8446880854751386, 0.03509251637682175, -0.14245859228472454, 0.4050258879760127, -0.0993251589423644, 0.348956588278896]"
16,86,0.16611211368192905,"[0.8474177230124635, 0.035065978035872775, -0.14727417675570595, 0.40284444597206315, -0.10245990007254752, 0.34817734172234927]"
16,80,0.16563601864290375,"[0.8474464634234682, 0.035065698613123114, -0.14732488014581954, 0.40282147752335196, -0.10249290582779624, 0.34816913701897645]"
16,89,2.262517103910956e-05,"[0.8459803022360314, 0.0350799530644729, -0.14473830117713515, -0.06768759851657286, -0.6161758577542913, 0.3485876911460465]"
17,90,0.1913475145258161,"[0.844945281803964, 0.0350900158382807, -0.14291233408382759, 0.4048203446145629, -0.09962052559800148, 0.3488831648478165]"
17,87,0.1881493817873366,"[0.8466722517470227, 0.03507322572731145, -0.1459590278392903, 0.4034402035805126, -0.1016037939393363, 0.3483901560277859]"
17,94,0.18772148761052168,"[0.8459675258803177, 0.03508007727997015, -0.14471576132730896, 0.40400339872487834, -0.1007944802009163, 0.3485913384915489]"
17,93,0.18046452005303437,"[0.8460553103019763, 0.03507922381394028, -0.1448706292509629, 0.4039332441266652, -0.10089529264703774, 0.3485662781282734]"
17,73,0.16651868834258424,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
17,88,0.16271588889027286,"[0.8472731352031336, 0.0350673837611856, -0.14701909717104264, 0.4029599960831012, -0.10229385408782177, 0.3482186181009887]"
17,74,0.15936409546405222,"[0.8480059034983695, 0.035060259571768636, -0.14831183570321532, 0.40237439029605715, -0.10313537201192712, 0.34800943019123837]"
17,91,0.15155998147740737,"[0.8477533579034019, 0.035062714894503896, -0.14786629865710177, 0.40257621693466444, -0.1028453463022986, 0.3480815259484803]"
17,92,0.1486827161696532,"[0.8464390182114945, 0.035075493292510834, -0.14554756083077958, 0.4036265966177469, -0.10133594637834667, 0.34845673865164944]"
17,95,2.409589796432703e-05,"[0.8473830648084838, 0.03506631499315055, -0.14721303328643767, 0.4028721437381252, 0.8339728232943916, 0.9493238956307569]"
18,73,0.19330618651682535,"[0.8463377761579979, 0.03507647759760531, -0.145368951160462, 0.4037075061396316, -0.10121967906268292, 0.3484856408485478]"
18,90,0.18771771410233057,"[0.844945281803964, 0.0350900158382807, -0.14291233408382759, 0.4048203446145629, -0.09962052559800148, 0.3488831648478165]"
