Gen Number, Mean Fitness
291,0.429069360323696
292,0.26637498650259456
293,0.3244292831225113
294,0.35719161969013263
295,0.3254306104893323
296,0.34590476872193926
297,0.3383204841908616
298,0.3790414397531875
299,0.45863072125668036
300,0.5078202230496831
301,0.3575408611158254
302,0.23498917883233722
303,0.2900745282306496
304,0.3822043656210968
305,0.34368812169122986
306,0.3845410499705025
307,0.3616295013476919
308,0.3629788744991641
309,0.4892099349717885
310,0.41988992997350716
311,0.43300438765919536
312,0.2444909630625522
313,0.2910954672353866
314,0.24618267566863214
315,0.308970699638018
316,0.2741715979301281
317,0.28596382948679977
318,0.33427060412966614
319,0.3450585376031977
320,0.23724691483609944
321,0.33258647563061383
322,0.3516212650381984
323,0.43181811185573993
324,0.46223737192779624
325,0.4552969719408514
326,0.4610816417993445
327,0.49323433896101954
328,0.3643824367773416
329,0.45904146601384965
330,0.4567486911491624
331,0.5866505783644762
332,0.5391543140125539
333,0.37499840617528185
334,0.3677133428455705
335,0.4232393925730472
336,0.505552722542735
337,0.5180511747453703
338,0.3386784159542967
339,0.4205592741564791
340,0.4817542186011966
341,0.22519971825886653
342,0.4102275345294327
343,0.32523352516262044
344,0.14945003067398716
345,0.13054678859980515
346,0.18682465198539516
347,0.1801433019459811
348,0.09445914424145235
349,0.055136301235390504
350,0.05398681168265346
351,0.17520294727755797
352,0.20538726639797256
353,0.07192416468436577
354,0.18702498861403677
355,0.12214403706188182
356,0.11189274803043951
357,0.19943217273663252
358,0.14452318710917306
359,0.11697163205440844
360,0.12304583985317193
361,0.11590105778850097
362,0.0942277012717766
363,0.128812462931242
364,0.12189385348128197
365,0.18482552994944923
366,0.18876439559178923
367,0.27691881615828395
368,0.31809925655719945
369,0.3663340537767177
370,0.31547359852904
371,0.36320518720329215
372,0.35847055327486327
373,0.376086317244239
374,0.26003250728067095
375,0.26550256727072263
376,0.19779123350145558
377,0.28886213791583515
378,0.23299112275414985
379,0.232148693760799
380,0.21668282692955096
381,0.14528158107589526
382,0.15747596451320275
383,0.15507623807107587
384,0.21443267179678985
385,0.22420481580742146
386,0.20911289985568912
387,0.19762971728857487
388,0.32705991026858006
389,0.3924146438395587
390,0.18793706153373863
391,0.18949675283672324
392,0.3351489053827231
393,0.31601319304176767
394,0.27240308626997034
395,0.19812318399961684
396,0.1495688569617583
397,0.20353665675261653
398,0.210128803827331
399,0.2183196067188425
400,0.19640170158580697
401,0.30912956513383133
402,0.2506266180870487
403,0.37547582482902014
404,0.4359746506172752
405,0.2614913390466575
406,0.12247476091643894
407,0.22398616978689515
408,0.2116965251164678
409,0.16077464940725905
410,0.17843454812223009
411,0.16037002396028813
412,0.16240467757119573
413,0.22727507751663384
414,0.2369211479320104
415,0.11628292254703806
416,0.2717366611857227
417,0.14270283396793065
418,0.22005277630166709
419,0.25018869342270456
420,0.3231012592766515
421,0.3736751082072322
422,0.2711073349301433
423,0.2676449668102475
424,0.274095365708959
425,0.14255359150998992
426,0.14239044597222167
427,0.15725703859427856
428,0.15597457566892547
429,0.20478821828276325
430,0.2742028461981939
431,0.1564760564084156
432,0.10194447425721312
433,0.14231657032674896
434,0.135364970318471
435,0.14457845767718921
436,0.22933798744180484
437,0.24644728943314959
438,0.1871561219661228
439,0.2639051992762316
440,0.2071612466183757
441,0.3254911709319116
442,0.2951636833925527
443,0.3458344440758462
444,0.35230540751297895
445,0.4188087172346549
446,0.4839438581851924
447,0.5291339516355515
448,0.22610533884617415
449,0.36332797718736554
450,0.38089670395560704
451,0.39606736403975384
452,0.22512102527527583
453,0.2535750971166765
454,0.20416242522055267
455,0.16448584485378143
456,0.1685902165672863
457,0.23200852571316935
458,0.4328836533635109
459,0.3451098043197313
460,0.30112016807412867
461,0.26896798345565676
462,0.26625026424393994
463,0.1907623860925921
464,0.379526582971543
465,0.6169790546332459
466,0.4851473619313621
467,0.4836095572178589
468,0.5525475551711796
469,0.47418517931728277
470,0.47408114440491145
471,0.29654039531213117
472,0.2855108386712448
473,0.3010489881662247
474,0.3597204018722031
475,0.24299805839130822
476,0.14320493345539537
477,0.14158386296695777
478,0.14270707979327246
479,0.19008025577218435
480,0.18953697292896882
481,0.3323069084531577
482,0.28556928822146543
483,0.42769274825046305
484,0.31645322300721623
485,0.2862947711804318
486,0.2387888165990427
487,0.26092980499965523
488,0.3431385933565959
489,0.4220211056671485
490,0.33114620192141786
491,0.28388819985977065
492,0.26683128183661575
493,0.31117471914964895
494,0.2848595565594705
495,0.39739646819649854
496,0.3785252762562719
497,0.23790380686832732
498,0.189851201222093
499,0.2822118686524026
