Gen Number,Black Line Percentage
0,0.3768394113883557
1,0.3429302623160589
2,0.2975047984644913
3,0.3397312859884837
4,0.6858605246321178
5,0.8035828534868842
6,0.90978886756238
7,0.944337811900192
8,0.7415227127319258
9,0.8029430582213691
10,0.925783749200256
11,0.7172104926423545
12,0.9155470249520152
13,0.9065898912348048
14,0.9040307101727448
15,0.90722968650032
16,0.8950735764555342
17,0.9334612923864364
18,0.9033909149072296
19,0.9161868202175304
20,0.8880358285348688
21,0.8989123480486244
22,0.891874600127959
23,0.8995521433141395
24,0.9046705054382598
25,0.9161868202175304
26,0.8976327575175944
27,0.90850927703135
28,0.9046705054382598
29,0.891234804862444
30,0.9155470249520152
31,0.9181062060140754
32,0.8982725527831094
33,0.8937939859245042
34,0.9053103007037748
35,0.9065898912348048
36,0.9046705054382598
37,0.9117082533589252
38,0.90595009596929
39,0.9129878438899552
40,0.889955214331414
41,0.8867562380038387
42,0.90722968650032
43,0.9488163787587972
44,0.9264235444657708
45,0.9436980166346768
46,0.9430582213691618
47,0.9373000639795266
48,0.9430582213691618
49,0.9417786308381318
50,0.9341010876519512
51,0.9379398592450416
52,0.9373000639795266
53,0.9353806781829814
54,0.9366602687140116
55,0.9309021113243762
56,0.9424184261036468
57,0.9436980166346768
58,0.9347408829174664
59,0.9373000639795266
60,0.9430582213691618
61,0.9360204734484964
62,0.9424184261036468
63,0.9360204734484964
64,0.9353806781829814
65,0.9379398592450416
66,0.9379398592450416
67,0.9360204734484964
68,0.9251439539347408
69,0.9392194497760716
70,0.9341010876519512
71,0.9379398592450416
72,0.9385796545105566
73,0.944337811900192
74,0.9341010876519512
75,0.9360204734484964
76,0.9411388355726168
77,0.9385796545105566
78,0.9373000639795266
79,0.9347408829174664
80,0.9392194497760716
81,0.9385796545105566
82,0.9341010876519512
83,0.9379398592450416
84,0.9392194497760716
85,0.9430582213691618
86,0.9398592450415868
87,0.9385796545105566
88,0.9373000639795266
89,0.9513755598208572
90,0.9475367882277672
91,0.9513755598208572
92,0.9552143314139476
93,0.9532949456174024
94,0.9545745361484324
95,0.9520153550863724
96,0.9526551503518874
97,0.9539347408829176
98,0.9532949456174024
99,0.9552143314139476
100,0.9571337172104928
101,0.9571337172104928
102,0.9584133077415228
103,0.9507357645553424
104,0.9590531030070376
105,0.9571337172104928
106,0.9507357645553424
107,0.9552143314139476
108,0.9558541266794626
109,0.9564939219449776
110,0.9558541266794626
111,0.9552143314139476
112,0.9571337172104928
113,0.9539347408829176
114,0.9526551503518874
115,0.9520153550863724
116,0.9558541266794626
117,0.9577735124760076
118,0.9571337172104928
119,0.9577735124760076
120,0.9577735124760076
121,0.9545745361484324
122,0.9571337172104928
123,0.9564939219449776
124,0.944977607165707
125,0.6679462571976967
126,0.7543186180422264
127,0.9040307101727448
128,0.9302623160588612
129,0.9545745361484324
130,0.9558541266794626
131,0.946257197696737
132,0.9564939219449776
133,0.9526551503518874
134,0.9564939219449776
135,0.9513755598208572
136,0.9507357645553424
137,0.9507357645553424
138,0.9513755598208572
139,0.9507357645553424
140,0.9552143314139476
141,0.9513755598208572
142,0.9552143314139476
143,0.9526551503518874
144,0.9552143314139476
145,0.9513755598208572
146,0.9558541266794626
147,0.9564939219449776
148,0.9532949456174024
149,0.9436980166346768
150,0.9564939219449776
151,0.9526551503518874
152,0.9539347408829176
153,0.9558541266794626
154,0.9526551503518874
155,0.9526551503518874
156,0.9532949456174024
157,0.9520153550863724
158,0.9558541266794626
159,0.9545745361484324
160,0.9577735124760076
161,0.9558541266794626
162,0.9577735124760076
163,0.9571337172104928
164,0.9577735124760076
165,0.9520153550863724
166,0.9532949456174024
167,0.9552143314139476
168,0.9526551503518874
169,0.9558541266794626
170,0.9571337172104928
171,0.9577735124760076
172,0.9577735124760076
173,0.9577735124760076
174,0.9545745361484324
175,0.9526551503518874
176,0.9539347408829176
177,0.9577735124760076
178,0.9577735124760076
179,0.9558541266794626
180,0.9577735124760076
181,0.9577735124760076
182,0.9577735124760076
183,0.9577735124760076
184,0.9571337172104928
185,0.9539347408829176
186,0.9571337172104928
187,0.9571337172104928
188,0.9564939219449776
189,0.9558541266794626
190,0.9564939219449776
191,0.9571337172104928
192,0.9552143314139476
193,0.9577735124760076
194,0.9552143314139476
195,0.9577735124760076
196,0.9545745361484324
197,0.9571337172104928
198,0.9577735124760076
199,0.9584133077415228
200,0.9539347408829176
201,0.9564939219449776
202,0.9545745361484324
203,0.9584133077415228
204,0.9532949456174024
205,0.9564939219449776
206,0.9584133077415228
207,0.9577735124760076
208,0.9571337172104928
209,0.9571337172104928
210,0.9507357645553424
211,0.9532949456174024
212,0.9532949456174024
213,0.9539347408829176
214,0.9571337172104928
215,0.9526551503518874
216,0.9513755598208572
217,0.9532949456174024
218,0.9571337172104928
219,0.9564939219449776
220,0.9577735124760076
221,0.9571337172104928
222,0.9564939219449776
223,0.9571337172104928
224,0.9513755598208572
225,0.9539347408829176
226,0.9577735124760076
227,0.9571337172104928
228,0.9526551503518874
229,0.9532949456174024
230,0.9577735124760076
231,0.9577735124760076
232,0.9577735124760076
