Gen Number,Fitness
0,0.18960332693538068
1,0.06228406909788866
2,0.19993602047344847
3,0.19021113243761997
4,0.058413307741522716
5,0.06340371081253998
6,0.05774152271273192
7,0.018873960332693528
8,0.01122840690978886
9,0.16407549584133077
10,0.12709532949456173
11,0.07776711452335251
12,0.01394753678822776
13,0.07293666026871401
14,0.018234165067178485
15,0.09942418426103646
16,0.005342290467050535
17,0.12786308381317976
18,0.06903390914907229
19,0.016218809980806128
20,0.05185540626999359
21,0.02674344209852846
22,0.06020473448496481
23,0.1112603966730646
24,0.02104926423544465
25,0.027543186180422247
26,0.1247920665387076
27,0.008061420345489439
28,0.024248240563019823
29,0.02306461932181701
30,0.07367242482405631
31,0.01020473448496481
32,0.01065259117082533
33,0.058061420345489445
34,0.018234165067178502
35,0.061228406909788854
36,0.08170185540626998
37,0.004894433781190015
38,0.03416506717850287
39,0.01621880998080614
40,0.06058861164427383
41,0.1019193857965451
42,0.057453614843250164
43,0.03218170185540627
44,0.068554062699936
45,0.09133077415227127
46,0.0
47,0.02223288547664747
48,0.10057581573896353
49,0.13461292386436338
50,0.08563659628918745
51,0.047280870121561104
52,0.007901471529110679
53,0.11631477927063341
54,0.07869481765834932
55,0.10396673064619322
56,0.057773512476007684
57,0.0030070377479206596
58,0.00243122200895713
59,0.05780550223928342
60,0.047696737044145884
61,0.050479846449136265
62,0.057965451055662184
63,0.10012795905310301
64,0.07085732565579013
65,0.15175943698016633
66,0.09456174024312221
67,0.11666666666666665
68,0.09574536148432503
69,0.14878438899552143
70,0.06845809341010876
71,0.05818937939859244
72,0.0848048624440179
73,0.14318618042226489
74,0.057101727447216886
75,0.047728726807421615
76,0.03701215611004478
77,0.023992322456813812
78,0.013563659628918739
79,0.06535508637236083
80,0.09293026231605886
81,0.008861164427383234
82,0.1638515674984005
83,0.09948816378758797
84,0.1574216250799744
85,0.2567498400511836
86,0.21621880998080614
87,0.4084133077415227
88,0.28861164427383235
89,0.1435700575815739
90,0.09526551503518874
91,0.18218170185540628
92,0.1041906589891235
93,0.1009277031349968
94,0.15857325655790147
95,0.11186820217530388
96,0.28125399872040946
97,0.2619321817018554
98,0.17392834293026233
99,0.26522712731925785
100,0.10230326295585412
101,0.14286628278950736
102,0.18224568138195776
103,0.32757517594369806
104,0.24142674344209852
105,0.1993282149712092
106,0.15262316058861164
107,0.09481765834932823
108,0.10499040307101729
109,0.050287907869481764
110,0.14168266154830453
111,0.11260396673064618
112,0.19078694817658348
113,0.12466410748560461
114,0.21285988483685223
115,0.1642674344209853
116,0.21493921944977606
117,0.40457453614843253
118,0.18915547024952015
119,0.2383557261676264
120,0.31980166346769034
121,0.23976327575175946
122,0.20051183621241203
123,0.19769673704414586
124,0.16829814459373
125,0.2039667306461932
126,0.20652591170825335
127,0.23195777351247598
128,0.32236084452975045
129,0.43976327575175944
130,0.18007037747920665
131,0.30201535508637234
132,0.26471529110684583
133,0.4098848368522073
134,0.33518873960332696
135,0.33624440179142673
136,0.1985924504158669
137,0.4293666026871401
138,0.5706973768394114
139,0.3764555342290467
140,0.48835572616762635
141,0.24545745361484328
142,0.4302303262955854
143,0.399232245681382
144,0.1895393474088292
145,0.16036468330134357
146,0.3326295585412668
147,0.3790467050543826
148,0.2881317978246961
149,0.3463531669865643
150,0.28266154830454254
151,0.337364043506078
152,0.23896353166986564
153,0.18902751119641714
154,0.14075495841330773
155,0.19510556621880998
156,0.2376199616122841
157,0.23579654510556622
158,0.2834932821497121
159,0.09363403710812539
160,0.15690978886756238
161,0.23653230966090852
162,0.14280230326295587
163,0.33064619321817024
164,0.24008317338451696
165,0.3326295585412668
166,0.2849008317338452
167,0.1889955214331414
168,0.2807101727447217
169,0.23736404350607807
170,0.33384516954574533
171,0.2377799104286628
172,0.23896353166986564
173,0.35095969289827256
174,0.2825015994881638
175,0.23758797184900832
176,0.38214971209213056
177,0.24660908509277032
178,0.20236724248240562
179,0.21036468330134356
180,0.1580294305822137
181,0.1477607165706974
182,0.025847728726807417
183,0.2037747920665387
184,0.24491362763915547
185,0.24296225207933458
186,0.36474728087012154
187,0.1696097248880358
188,0.20268714011516317
189,0.2861164427383237
190,0.33394113883557264
191,0.4289187460012796
192,0.48669225847728725
193,0.38451695457453616
194,0.2971529110684581
195,0.4776391554702495
196,0.3907869481765835
197,0.4809341010876519
198,0.38112603966730646
199,0.509404990403071
200,0.3021113243761996
201,0.4123160588611644
202,0.3512795905310301
203,0.3690019193857965
204,0.30882917466410753
205,0.25246321177223285
206,0.15102367242482403
207,0.26276391554702494
208,0.19939219449776072
209,0.28198976327575176
210,0.3809980806142034
211,0.3512795905310301
212,0.25175943698016634
213,0.3526871401151631
214,0.34088291746641075
215,0.31036468330134354
216,0.3110684580934101
217,0.24392194497760716
218,0.20188739603326936
219,0.2379398592450416
220,0.4067498400511836
221,0.3804222648752399
222,0.38611644273832374
223,0.32987843889955215
224,0.3932501599488164
225,0.3153870761356366
226,0.2883877159309021
227,0.16877799104286628
228,0.23419705694177867
229,0.20924504158669227
230,0.5223928342930263
231,0.28579654510556624
232,0.41554702495201534
233,0.48624440179142675
234,0.19996801023672425
235,0.42875879718490084
236,0.4734165067178503
237,0.44014715291106843
238,0.18931541906589894
