timesteps,learning_rate,entropy_loss,approx_kl,loss,policy_gradient_loss,clip_fraction,value_loss,explained_variance,std,n_updates,clip_range,ep_len_mean,ep_rew_mean
2000,0.0003,0,0,0,0,0,0,0,0,1,0.2,275.42857142857144,-46.61370010825019
4000,0.0003,-2.826394355893135,0.0071249143,0.31225329637527466,-0.006852073875664075,0.07144999934360385,1.1796903496980666,-0.00022900104522705078,0.99118971824646,10,0.2,243.3125,-36.54429033255647
6000,0.0003,-2.810315670967102,0.007729031,0.5033814311027527,-0.011811631897676485,0.11104999970644712,1.0613533748686315,0.33642899990081787,0.979131817817688,20,0.2,199.10344827586206,-27.741262267997392
8000,0.0003,-2.782367297410965,0.0079768365,1.2354364395141602,-0.009641069942720062,0.0947999995481223,1.9777024298906327,0.5385524034500122,0.9665176272392273,30,0.2,199.0,-26.21780657892724
10000,0.0003,-2.7554549664258956,0.007673961,0.6431581974029541,-0.009725549057280297,0.07709999951533973,2.8939943391084673,0.6663022041320801,0.9514732956886292,40,0.2,193.23529411764707,-24.704695440638893
12000,0.0003,-2.7164983308315276,0.008302379,1.296966791152954,-0.00901005032794437,0.07599999934434891,3.1229823848605154,0.6749986410140991,0.9308454990386963,50,0.2,172.40579710144928,-19.827547757135722
14000,0.0003,-2.6729764658212662,0.0070068957,2.398812770843506,-0.006752753796737807,0.06359999918378889,5.458412588834762,0.42732250690460205,0.9117132425308228,60,0.2,151.7826086956522,-15.608327470860138
16000,0.0003,-2.6330268025398254,0.0105658965,2.4493191242218018,-0.013585071331245126,0.12344999986700714,4.396708410978317,0.39022213220596313,0.8957919478416443,70,0.2,145.21818181818182,-12.577702840623955
18000,0.0003,-2.603561183214188,0.00916478,3.9503462314605713,-0.008825215416801537,0.09949999959208071,5.533430290222168,0.459739625453949,0.8831944465637207,80,0.2,141.76190476190476,-10.301759729328674
20000,0.0003,-2.5712827718257905,0.007804279,2.7088332176208496,-0.008343167127369272,0.0881999993417412,6.307768701314926,0.4955757260322571,0.8696167469024658,90,0.2,144.34057971014494,-9.018092337168934
22000,0.0003,-2.5542218387126923,0.007155175,3.7810897827148438,-0.006571377676405246,0.06319999933242798,8.332552941441536,0.6530448198318481,0.8644750714302063,100,0.2,139.4140127388535,-6.7056486529598684
24000,0.0003,-2.5272096556425097,0.009846689,4.306966304779053,-0.009988712104832667,0.09664999964646995,9.70750283241272,0.31891942024230957,0.8476726412773132,110,0.2,137.132183908046,-4.342064618102877
26000,0.0003,-2.4940507155656815,0.007933551,4.334583759307861,-0.0052709321594147695,0.06994999936781823,13.37704171538353,0.3622504472732544,0.8372480869293213,120,0.2,136.984126984127,-1.6071063657595661
28000,0.0003,-2.4759306037425994,0.0042769266,7.944737434387207,-0.0023053689153714006,0.023849999560043217,18.572435321807863,0.317688524723053,0.8331546783447266,130,0.2,141.54314720812184,1.7780325105041672
30000,0.0003,-2.449495166540146,0.008194607,10.53977108001709,-0.007477953680555585,0.06534999947063624,15.475591595172881,0.46230876445770264,0.8127914667129517,140,0.2,141.41509433962264,3.796231441220592
32000,0.0003,-2.410802206993103,0.0066912896,11.74325180053711,-0.004088413179932831,0.0489499993249774,28.574380493164064,0.3732137084007263,0.8028405904769897,150,0.2,142.89592760180994,5.920365754106954
34000,0.0003,-2.3968553310632705,0.004007227,18.86092185974121,-0.002684471826534356,0.04124999932944775,23.29513575077057,0.6503859758377075,0.8017557263374329,160,0.2,143.29237288135593,7.70270297302205
36000,0.0003,-2.380580233335495,0.006131531,12.926661491394043,-0.003975134075361892,0.04669999940320849,38.1655167722702,0.4853402376174927,0.7905900478363037,170,0.2,144.8951612903226,10.463869687133135
38000,0.0003,-2.356727809906006,0.0053716814,21.607797622680664,-0.004503968196834467,0.05229999935254455,41.09030107498169,0.5277520418167114,0.7827670574188232,180,0.2,147.04263565891472,13.389989986622219
40000,0.0003,-2.319684649705887,0.0063048303,29.493234634399414,-0.0074854179049123545,0.06519999938085676,44.24640295505524,0.30166757106781006,0.7618387341499329,190,0.2,147.364312267658,15.529014094731018
42000,0.0003,-2.2749975538253784,0.0066644885,15.845834732055664,-0.0037735068161796237,0.045849999394267794,49.68055925369263,0.3078147768974304,0.7506701946258545,200,0.2,149.23487544483984,19.1280409273014
44000,0.0003,-2.2454882353544234,0.0079266075,25.15492820739746,-0.005291629730514614,0.053899999372661114,54.20955126285553,0.33342403173446655,0.7392243146896362,210,0.2,152.62020905923345,22.370954608164393
46000,0.0003,-2.196859899163246,0.008263925,23.803142547607422,-0.003797432340235536,0.05109999941661954,26.510877727270127,0.23661130666732788,0.7109689712524414,220,0.2,155.52380952380952,25.54699979297174
48000,0.0003,-2.1288934457302093,0.011789958,16.841203689575195,-0.005659896792452854,0.07779999951831996,39.64490556001663,0.2680146098136902,0.6953572034835815,230,0.2,158.61666666666667,28.85083400964246
50000,0.0003,-2.0925513523817063,0.005325868,41.797080993652344,-0.006214883990553055,0.08844999952241778,46.18607722401619,0.26473701000213623,0.6862665414810181,240,0.2,158.58095238095237,31.851087601762057
52000,0.0003,-2.0628866881132124,0.002908626,35.84904479980469,-0.0011147641572921208,0.033549999576061966,107.47862906455994,0.1904469132423401,0.6755547523498535,250,0.2,161.9532710280374,35.43735104551864
54000,0.0003,-2.0263855040073393,0.009276179,34.30453872680664,-0.004502680721713479,0.08329999938607216,48.89957919597626,0.21076780557632446,0.6609413623809814,260,0.2,163.04229607250755,38.56723274015374
56000,0.0003,-1.985744706094265,0.0027357577,52.688323974609375,-0.0012549480260117885,0.020099999671801923,81.8732237815857,0.27198439836502075,0.6498942375183105,270,0.2,164.54117647058823,41.77626555552494
58000,0.0003,-1.9638128569722175,0.009007284,46.54069137573242,-0.0038512837273311186,0.06764999939128756,79.34760786056519,0.3505181074142456,0.6468074321746826,280,0.2,161.9804469273743,43.313703630497365
60000,0.0003,-1.9513755708932876,0.004561645,89.75798034667969,-2.9333299977887252e-05,0.022699999613687395,185.18997725486756,-0.006645321846008301,0.6418392658233643,290,0.2,162.74590163934425,45.528481332067784
62000,0.0003,-1.9314086937904358,0.005728015,35.15086364746094,-0.0015702405882042515,0.07489999955520034,78.34694311141968,0.16856640577316284,0.636576771736145,300,0.2,163.01052631578946,47.952188710924105
