Gen Number,Diversity
0,0.5663893891918527
1,0.5622521226541236
2,0.5761147272955167
3,0.5493678757376956
4,0.4980231139678287
5,0.510280869943669
6,0.5115283480016614
7,0.49290022234413816
8,0.5084725463246804
9,0.4967959987842094
10,0.4447498553547907
11,0.4734256721024385
12,0.484509628023648
13,0.4596641353117314
14,0.48781745175325
15,0.4485267406153014
16,0.468538426842524
17,0.4975918950844852
18,0.5035478884641661
19,0.4734040564170353
20,0.4641547353837819
21,0.4653326851143039
22,0.4608302214808928
23,0.4667211687473113
24,0.4351066161596872
25,0.44295862887738197
26,0.4699168646304218
27,0.3713086109485515
28,0.4102206345160798
29,0.40717152487351604
30,0.3957510818221035
31,0.3741586987923075
32,0.4002096360334143
33,0.40255376789051345
34,0.3817612339705148
35,0.285505800041284
36,0.347853374762285
37,0.3449820307444803
38,0.3552495040875177
39,0.3488103205636592
40,0.3403162089897368
41,0.362494800497906
42,0.3858624391915722
43,0.3859401704857415
44,0.3830488084892214
45,0.42332264738723796
46,0.4430587733133938
47,0.431983757151061
48,0.394835379981913
49,0.40078425349587665
50,0.4131419117782403
51,0.4168934720258557
52,0.3808686962844476
53,0.3851867961732236
54,0.3935863949759526
55,0.4050857734769968
56,0.3949566380541488
57,0.3935467642463408
58,0.4095076212757003
59,0.3928413189420611
60,0.3833354500668979
61,0.3987794596103107
62,0.3549843229905723
63,0.4395201121718551
64,0.3899953568839452
65,0.3899084264009763
66,0.3846430968218932
67,0.3676656672438056
68,0.3117734575626504
69,0.3123342513729821
70,0.3406898861072905
71,0.3473136247824167
72,0.3647755217394268
73,0.3592054829895192
74,0.3951733708887394
75,0.40327440116210217
76,0.3943780961143949
77,0.3983230682927045
78,0.3716548630800575
79,0.3975496724673332
80,0.3771865557158835
81,0.3897274246492719
82,0.3374232395748913
83,0.3240712430891105
84,0.2920520144428937
85,0.2520473553629563
86,0.2298914233019873
87,0.23042604171212272
88,0.2906999042610702
89,0.295564522027039
90,0.2592874271377092
91,0.2668067431002053
92,0.2764238072507223
93,0.277546015975913
94,0.2731453967444334
95,0.2872468238282606
96,0.2597087737301659
97,0.3293740747157532
98,0.36149584782009
99,0.3252269311258353
100,0.3696804779170807
101,0.3698231724460501
102,0.3356645566230211
103,0.3886397634018975
104,0.3827276071260054
105,0.3599138605328876
106,0.3336203452423528
107,0.3168431255130276
108,0.315163255682696
109,0.2986439898350354
110,0.3011459449332118
111,0.3604238614218437
112,0.40970523524594443
113,0.44517811712870986
114,0.4784424845410822
115,0.4925553055014686
116,0.4765250685504568
117,0.4710217367253421
118,0.4720710246224117
119,0.5039210785485704
120,0.4906634182909988
121,0.48302995382288144
122,0.5563850448736991
