Gen Number,Fitness
0,0.0003198976327575
1,0.0003198976327575
2,0.1165086103573303
3,0.4020579340831666
4,0.0367298486348469
5,0.0512281107629055
6,0.0003198976327575
7,0.2710060395109221
8,0.0003198976327575
9,0.062732697690011
10,0.1133586480731308
11,0.0418984408704514
12,0.932219370488126
13,0.1795411350268362
14,0.0182703034999958
15,0.0916557850760241
16,0.0003198976327575
17,0.3613610085600416
18,0.0293065262520469
19,0.0646158460892335
20,0.0778363140536583
21,0.0003198976327575
22,0.0332700415118281
23,0.0003198976327575
24,0.0307045084948095
25,0.1073440793985701
26,0.0003198976327575
27,0.0719216626327161
28,0.360383852490485
29,0.1402113993873326
30,0.1348038406984787
31,0.4460214218417313
32,0.1586564299424184
33,0.8132752640059967
34,0.1426991998606049
35,0.0003198976327575
36,0.0003198976327575
37,0.87058959299647
38,0.2165098376117336
39,0.0002768641416254
40,0.2022171742099582
41,0.8467245779805636
42,0.0003198976327575
43,0.851971797318053
44,0.0003198976327575
45,0.0926656976303808
46,0.0003198976327575
47,0.160739444501677
48,0.3893303331783938
49,0.2032359591142415
50,0.0728500044313035
51,0.2626660074041784
52,0.1344196307976893
53,0.1362750290160779
54,0.1838702213789054
55,0.5786237033393252
56,0.1568226256424395
57,0.1334007048667497
58,0.5847302238072367
59,0.3122842188143814
60,0.1840343772070404
61,0.09659628918746
62,0.3861849238922906
63,0.1710861668011026
64,0.921489301705126
65,0.1860865854459352
66,0.0253719695049678
67,0.0673273518082129
68,0.2016232384548567
69,0.9412651162948478
70,0.2199245234558692
71,0.2064900452010742
72,0.8611516314779271
73,0.7996447524686193
74,0.338960173518916
75,0.140105787298148
76,0.1396032927692232
77,0.4837951820075772
78,0.4484039304738544
79,0.1728257614558245
80,0.3664847804552208
81,0.8457965451055662
82,0.2363184161110575
83,0.2121719457834226
84,0.1678111811633855
85,0.0947140519543766
86,0.0358400048421936
87,0.1906244493451867
88,0.1333933673715283
89,0.2977688183717306
90,0.1959750884706032
