Gen Number,Fitness
0,-0.0080909056335671
1,-0.0080909056335671
2,-0.000866144969843854
3,0.01315465256965788
4,-0.004907925343866281
5,0.0006038887787520526
6,-0.0008761612331082289
7,0.009925624373143337
8,-0.001100893990379518
9,-0.0017398293166933057
10,0.0037452158350550152
11,-0.003925342305240051
12,0.04921359631909285
13,0.007968540009050007
14,0.0010395233666558768
15,0.0022090062803661863
16,-0.0029121061242408514
17,0.02042646130385056
18,0.0015273054711392932
19,0.0027014781238158016
20,0.005761934503468507
21,-0.009391230265398624
22,0.0015460623025153977
23,-0.002297117173127745
24,0.0013291856522435214
25,0.0052973452242104525
26,-0.007140541461371834
27,0.003721086569530114
28,0.015407160310159044
29,0.002886930729911541
30,0.00686777877139697
31,0.03134888350889734
32,-0.0013529051852419263
33,0.0529075299321494
34,-0.009582423275531004
35,-0.0005192888978926512
36,-0.001579720883054639
37,0.05444666139709212
38,0.01674429030580276
39,-0.0038754281214098316
40,0.01023443859147791
41,0.05221616158267049
42,-0.006456045099932849
43,0.0415068729515168
44,0.00012079566691629541
45,0.006500698998211825
46,-0.0013504905874438555
47,0.007157344939565502
48,0.02803246693228222
49,0.010280076699069166
50,0.0002556885869702841
51,0.017984535868484898
52,0.0019260031789777709
53,0.0053861994876445145
54,0.01107932796447755
55,0.025061708180466692
56,0.018202557589237948
57,0.006600720617405462
58,0.015488676059610008
59,0.029490334128422495
60,0.005525727010051074
61,-0.0028634903720589806
62,0.025011389616795793
63,-0.0008480272061358815
64,0.0776519132776873
65,0.011978808268851386
66,-0.0038098962927740655
67,-0.003290292012204274
68,0.004895047541188321
69,0.08127741635215002
70,-0.004388743220243522
71,0.0049773194082790104
72,0.04114451951607039
73,0.12989085357721672
74,0.019609390066894546
75,-0.00810225940128256
76,-0.01575867158308635
77,0.040210524934518585
78,0.027898706986217103
79,0.009757466079797796
80,0.020082643444559612
81,0.06258972131990163
82,-0.0012742520000609686
83,0.0011570534256568823
84,-0.009689628785038956
85,-0.014011815103914074
86,0.0012057488369566556
87,0.011461188474788947
88,0.015444127077890649
89,0.03184878450920274
90,0.00283259006596718
91,0.004900751744832368
92,-0.023843382519019345
93,-0.019683409794869242
94,0.057486395438153245
95,0.006052395722244104
96,0.0005040782353685956
97,-0.01324935854514429
98,-0.0023224273991697244
99,-0.005723918158946018
100,-0.0019862667880924424
101,-0.0005356647535828118
102,-0.011278829112038173
103,0.01967226599047097
104,-0.00803579957008102
105,0.006738879560032257
106,-0.010717242721096549
107,0.008626124381647018
108,0.005392914163645096
109,5.402208641832764e-05
110,-0.0008284273348732792
111,0.017666231436438206
112,-0.0070771915396666924
113,0.0055086075405893515
114,0.0015436873134471992
115,-0.010289449530944017
116,0.00496100301411477
117,0.01160409032223817
118,0.0320570287577275
119,0.005857223601362531
120,0.02552290767033526
121,0.03787001804078362
122,0.011495703344996833
123,-0.0020842516254057516
124,-0.022766478573636673
125,8.435002223766627e-05
126,0.00403306998448542
127,-0.009744020745146242
128,-0.011549058383598734
129,0.03224345760500794
130,0.00724738427797649
131,-0.00016294826609850876
132,-0.00031042636979789504
133,-0.002643942821063825
134,0.005143200831160389
135,0.0030075896359270074
136,-0.007276058224417346
137,0.007171587775344421
138,0.0044656721456868146
139,0.015113876186281797
140,0.07718571171498427
141,0.056106920356390366
142,0.11576178058869344
143,0.05165440361436836
144,-0.0028104565546433597
145,0.0019840470916845806
146,0.0022655228359311054
147,0.009059327631309202
148,0.006833901544044341
149,-0.0066289035847878165
150,0.0008836521586642651
151,-0.0016311205184194315
152,-0.003652713577650052
153,0.0341429458267609
154,0.07731753705232244
155,-0.0013142501516036516
156,0.003152312966755482
157,0.0036708582492434145
158,0.03611054214293797
159,-0.0016302333342893816
160,0.016523077173121254
161,0.01804385304688997
162,0.05921882022844185
163,0.0023874072767668696
164,0.006073347000687841
165,-0.007670107933424594
166,0.03191043361046138
167,0.04619587537443435
168,-0.009394175837718944
169,0.03129271085230653
170,0.023104644342441805
171,0.08819221405942299
172,0.04719089459330244
173,0.06537361157544264
174,0.07972687563143539
175,0.06163573697442946
176,0.04847003265030523
177,0.11532175832932812
178,0.11114364118530148
179,0.08414164093491261
180,0.07281707497921282
181,0.08063794708183053
182,0.12160986220613515
183,0.028610705469262716
184,0.022953689100633105
185,0.009718375338611923
186,0.00018010958391057302
187,0.0053496235852439
188,-0.004968939163762591
189,0.005579006634638745
190,0.03430553426659427
191,-0.005334145818238734
192,0.020535771915718835
193,0.006750212695097016
194,0.056319240756577446
195,-0.0009300448156503891
196,0.017154787978986903
197,0.027721285692292125
198,-0.0011276405786661767
199,0.0010230630001350587
200,0.023109980332875826
201,0.00011604125540951959
202,0.0002421724522116417
203,0.0029349843671450542
204,0.004987635370451297
205,0.004139374720700922
206,0.006543910429181542
207,0.021509459327455755
208,0.005182452151306404
209,0.03150643399626214
210,0.03480153825625
211,0.03043317216985288
212,0.03191403879581027
213,0.04136151178185452
214,-0.0036285814233698297
215,-0.008026063310515813
216,0.04086866204774575
217,0.07160241720050588
218,0.028961630407672728
219,0.0472599196654009
220,0.036413383171273545
221,0.03671887519058408
222,0.04793170669027817
223,0.07323836865532965
224,0.09395049836770561
225,0.028505216979537073
226,0.07287894521183336
227,0.07356122239877684
228,0.07853270106029381
229,0.03603675536914673
230,0.07388438261751695
231,0.0866351776551055
232,0.017794321567253798
233,0.06459046648088852
234,0.042327214278568275
235,0.048075834440570495
236,0.04183664884894749
237,0.05489016971025108
238,0.004575461142407381
239,-0.0054234209871266694
240,0.03920715543630832
241,0.010230587315345126
242,0.04808532636946304
243,0.10858640607193937
244,0.06651852082187552
245,0.057151218827030004
246,0.03597813151129244
247,0.04355693092521625
248,0.02167271155344159
249,0.03401242506067144
250,0.04574695038122073
251,0.06866180955003234
252,0.15069019520882893
253,0.045504917941349025
254,0.0018952056395031072
255,0.01621696920585673
256,0.035996372920800414
257,0.014077512207948492
258,0.040671914961226956
259,0.0003121929113389835
260,0.011951101595399003
261,-0.002125879136702033
262,0.009183583839437895
263,0.051755472778624745
264,0.07083265674666467
265,0.03570159336826125
266,0.08270939601505262
267,0.010521605716129633
268,-0.0004515986677172525
269,0.00011496298592302335
270,0.013705827368016774
271,0.01609698216970743
272,0.030311336649550946
273,0.06139645814535174
274,0.04476526846649023
275,0.005455932021743338
276,0.01055127917096831
277,0.010266352752775461
278,0.008765914850703962
279,0.026223101837645025
280,0.005992738808433368
281,0.11280553443351135
282,0.038457721239300524
283,0.0723367369153393
284,0.14734357184994468
285,0.016429774959899144
286,0.018390606061870443
287,0.008725091205978386
288,0.0643132145710343
289,0.0028331822342017206
290,0.008740489373082954
291,0.044669845255966116
292,0.008758305133513531
293,0.00559036654385169
294,0.06695411829337493
295,0.014887957715321296
296,0.006407258885848708
297,0.01371545400560994
298,0.006207041177296227
299,-0.008975670618469935
300,-0.003710778399288328
301,0.063850687639817
302,0.03327364672368466
303,-0.0014021783013372989
304,0.00011698470358119564
305,-0.0018187497380613537
306,0.00011819940877238851
307,-0.0009916381620423582
308,0.00011661915687469515
309,-0.0008536628950400835
310,0.019570952857598276
311,0.029467217565159614
312,-0.0005338555026927004
313,0.001266868964535503
314,-0.001473897896175498
315,0.0005775564371092378
316,0.021880917682118715
317,0.06349270583890117
318,0.0018254749391093238
319,0.0382352992181338
320,0.029201160139054
321,0.024524073657761
322,-0.0027663120000684105
323,0.009974492423736799
324,-0.004231318507942023
325,0.01968297929014733
326,0.019138577868519878
327,-0.0010304343762546572
328,-0.005503790078534245
329,-0.0054824595749529605
330,0.006490903799727029
331,0.009803341943611817
332,0.009618934383406715
333,0.0004615309487365438
334,0.0034472629263341313
335,0.01745047595584239
336,0.0029377884630419847
337,0.023023202672498876
338,0.010550456704005085
339,-0.002209528923626255
340,0.0007158766750820084
341,0.004320451840593408
342,0.014733921879817688
343,-0.008956273861631305
