Gen Number,Diversity
0,0.4450813859886562
1,0.4278572800684996
2,0.44985448758575164
3,0.46947825651845393
4,0.4879927546181331
5,0.4494385905041843
6,0.441417023813213
7,0.4520940248140877
8,0.4329049215850979
9,0.4380165063383873
10,0.4831362722245138
11,0.44526444151772077
12,0.4884973868772093
13,0.48990319381380215
14,0.4473282479061285
15,0.429618595255117
16,0.3674453361792975
17,0.361563357138991
18,0.3688386049764875
19,0.3477488724457923
20,0.3360996319197152
21,0.3487012839301628
22,0.3756352221783928
23,0.3561714810279581
24,0.3958775580988942
25,0.3736981232319277
26,0.3531927642434689
27,0.3735876234444696
28,0.385458688465325
29,0.3543598808280877
30,0.3285855215446673
31,0.3206284566009296
32,0.2702187615710164
33,0.2454844392044789
34,0.2676472615187169
35,0.2880155152792777
36,0.2598202454997472
37,0.2739470017639346
38,0.3000153852862038
39,0.3057768104036609
40,0.3453597493713921
41,0.3078163095985977
42,0.3402291246724119
43,0.280189502420457
44,0.2811278998356202
45,0.2888910666388784
46,0.2955288156114514
47,0.2527537469776278
48,0.2366517556437524
49,0.2394843178723968
50,0.2041654292640555
51,0.2203134222896262
52,0.179160471212975
53,0.193566353629766
54,0.2170427463699817
55,0.23861423959624323
56,0.22839731638303656
57,0.2549749787397498
58,0.2342097465532945
59,0.2279736998693886
60,0.2243839915288571
61,0.2481323508297585
62,0.2386187039315471
63,0.2028757495968911
64,0.2261475688395033
65,0.2479330923768767
66,0.2632242672185886
67,0.2659578429335519
68,0.2476395259637687
69,0.2561475849407428
70,0.23337375814135058
71,0.2555186848859095
72,0.261073522358531
73,0.2769668089652704
74,0.2951257729890446
75,0.2998754060641663
76,0.2950035951472443
77,0.3173000380820808
78,0.3143417128476411
79,0.3257297222265986
80,0.3440767664403388
81,0.3294318588042914
82,0.3297993166250206
83,0.3720940736020599
84,0.3713931603772666
85,0.3484681402653058
86,0.3423338273255467
87,0.3763332101096421
88,0.3522801538451051
89,0.3456460898326461
90,0.3622009399558012
91,0.3746928609609349
92,0.3455354532642688
93,0.3607212391647747
94,0.3704424893479274
95,0.373188150984625
96,0.3755387413285497
97,0.374066715565142
98,0.362826533681708
99,0.3638470686001621
100,0.3203484627049919
101,0.3678613847285122
102,0.3669427277856985
103,0.3570901165710157
104,0.2700667231898672
105,0.3080434285130772
106,0.324615301819125
107,0.2963886850082239
108,0.2706157219066918
109,0.2595382905485483
110,0.2872219052457417
111,0.2849266484592173
112,0.2989176265031349
113,0.3030483575445927
114,0.3067046386103877
115,0.255306045040182
116,0.3134503686451678
117,0.3267618456672536
118,0.3110970465078537
119,0.3315983408291174
120,0.3729505629389275
121,0.3491508135643517
122,0.382202206430712
123,0.40644539217931197
124,0.3562599138013042
