timesteps,learning_rate,entropy_loss,approx_kl,loss,policy_gradient_loss,clip_fraction,value_loss,explained_variance,std,n_updates,clip_range,ep_len_mean,ep_rew_mean
2000,0.0003,0,0,0,0,0,0,0,0,1,0.2,309.4,-40.44575209332137
4000,0.0003,-2.8395636069774626,0.013427096,0.15056023001670837,-0.018567766698297062,0.19229999984614551,0.7082738136127591,-0.074562668800354,1.000227928161621,10,0.2,295.53846153846155,-37.468371483523335
6000,0.0003,-2.8371255624294283,0.010810903,0.3885912597179413,-0.01158185375965913,0.15584999964572488,0.6909228612110019,0.44223976135253906,0.9977908134460449,20,0.2,238.125,-28.842664312398032
8000,0.0003,-2.8287806725502014,0.008544433,0.45342475175857544,-0.00799644184368267,0.10644999944604933,1.2498211378604174,0.45110201835632324,0.9897481799125671,30,0.2,209.5,-22.449094527624492
10000,0.0003,-2.8097826397418975,0.010082808,1.2709590196609497,-0.013719029617009802,0.12224999966099859,2.8554035130143167,0.5551967620849609,0.9804893136024475,40,0.2,172.27586206896552,-16.262042278635114
12000,0.0003,-2.7884852051734925,0.011108616,2.1358907222747803,-0.0120187177599415,0.1277999998256564,3.5911478635668757,0.5920968055725098,0.9707400798797607,50,0.2,151.44155844155844,-13.082973547897003
14000,0.0003,-2.7553708881139753,0.010738773,2.2353224754333496,-0.012485879417708656,0.11784999983385205,4.701723199486732,0.4537859559059143,0.9519324898719788,60,0.2,144.14736842105262,-8.97271045759483
16000,0.0003,-2.714744106531143,0.011328535,4.73641300201416,-0.01037937515567319,0.08944999946281314,7.053116111755371,0.4426655173301697,0.9265075922012329,70,0.2,137.83620689655172,-5.757506520339323
18000,0.0003,-2.6704971987009047,0.007508366,3.84770131111145,-0.005574898541124637,0.058499999372288586,6.957216849327088,0.5193091034889221,0.9147833585739136,80,0.2,137.7846153846154,-4.785329365353577
20000,0.0003,-2.6503581082820893,0.009149237,3.008899688720703,-0.007078613350977321,0.09464999945834279,6.785297502279281,0.5074871778488159,0.9082553386688232,90,0.2,136.3082191780822,-2.6485856927013574
22000,0.0003,-2.6253835308551787,0.006422234,4.00754976272583,-0.005249735297809819,0.0487499993480742,9.466696853637695,0.44891357421875,0.8904602527618408,100,0.2,129.89940828402368,-0.8172645135453581
24000,0.0003,-2.590318366289139,0.0074337968,7.286773204803467,-0.005974908090730606,0.0693499992787838,12.239984526634217,0.38719087839126587,0.8773249983787537,110,0.2,130.97814207650273,1.5448330635337497
26000,0.0003,-2.5649736750125887,0.008161182,8.149020195007324,-0.00736194702512862,0.07619999930262565,14.912599757909774,0.3849923610687256,0.8672887682914734,120,0.2,132.43367346938774,3.0303899062441215
28000,0.0003,-2.5411347568035128,0.006757653,7.84181022644043,-0.005593230129478797,0.06979999920353293,15.761109627485276,0.6072448492050171,0.8577088713645935,130,0.2,131.62264150943398,5.225403023660741
30000,0.0003,-2.5093304884433745,0.0073686643,11.994053840637207,-0.006829939097156963,0.0527999993506819,24.370028862953188,0.4267164468765259,0.8399323225021362,140,0.2,131.8495575221239,7.569769412297524
32000,0.0003,-2.4727954757213593,0.0053988546,18.405250549316406,-0.001935583873339647,0.02929999944753945,27.114347956180573,0.36077284812927246,0.8280576467514038,150,0.2,132.9375,10.256542400568945
34000,0.0003,-2.4515926384925844,0.006069875,15.85443115234375,-0.0020512793729173164,0.02504999957047403,27.087154183387756,0.47899937629699707,0.822678804397583,160,0.2,134.11111111111111,12.472413944398664
36000,0.0003,-2.4408437323570253,0.0074945064,13.066920280456543,-0.0034484991950765663,0.052199999457225206,35.78622009277344,0.37526559829711914,0.8172791004180908,170,0.2,136.52851711026616,15.496747276061027
38000,0.0003,-2.4026019275188446,0.006244467,6.853820323944092,-0.005479326642351223,0.03839999938383699,34.62648459196091,0.4441048502922058,0.792791485786438,180,0.2,137.78754578754578,17.503046589733973
40000,0.0003,-2.3517980283498763,0.0041175033,23.037612915039062,-0.0027900356206759193,0.04969999932684004,41.77762382030487,0.3304072618484497,0.7765839099884033,190,0.2,141.60638297872342,21.185578752409224
42000,0.0003,-2.308715233206749,0.006164561,25.36484146118164,-0.0028149252580526073,0.029799999594688417,44.33764621019363,0.32833272218704224,0.7589420080184937,200,0.2,140.3783783783784,22.521516542527113
44000,0.0003,-2.2708229243755342,0.0052683773,35.358238220214844,-0.005901601919600057,0.06364999949000776,68.7091224718094,0.28161853551864624,0.7473264932632446,210,0.2,142.76623376623377,25.4517191141076
46000,0.0003,-2.239224615097046,0.004798637,23.001895904541016,-0.0016699745846150194,0.050299999341368674,55.25898710250854,0.16687631607055664,0.7383880615234375,220,0.2,142.34055727554178,27.25287914580114
48000,0.0003,-2.2174730014801027,0.0064037293,19.632341384887695,-0.0023438482005483817,0.04954999951645732,67.42796890735626,0.26542651653289795,0.7320784330368042,230,0.2,142.9910447761194,29.24427592323307
50000,0.0003,-2.1992694300413134,0.0048462637,14.5595121383667,-0.0005491516042777223,0.0543999993801117,59.97279892921448,0.29982244968414307,0.7256226539611816,240,0.2,142.1994301994302,30.567197919862988
52000,0.0003,-2.1838513576984404,0.006143325,57.21394348144531,-0.000982149746676806,0.05579999948851764,82.52726140975952,0.20858627557754517,0.7203629016876221,250,0.2,142.16986301369863,32.230220531253806
54000,0.0003,-2.171305963397026,0.006112346,32.16872024536133,-0.00485756581804817,0.07624999951571226,74.13176296710968,0.16999191045761108,0.7175605297088623,260,0.2,143.99733333333333,34.55960327636024
56000,0.0003,-2.143575660586357,0.0065822764,38.430755615234375,-0.0036047885481004373,0.06214999944902957,61.999152302742004,0.4602009057998657,0.7028034925460815,270,0.2,142.53333333333333,35.51321108643268
58000,0.0003,-2.101687207221985,0.006182174,67.0757064819336,-0.0034421063062934987,0.049149999553337695,117.6346504688263,0.06808328628540039,0.687998354434967,280,0.2,142.34074074074073,37.489802059818516
60000,0.0003,-2.0625161081552505,0.0065799877,41.0521125793457,-0.004079780022853447,0.06624999938532711,100.88236289024353,0.03648042678833008,0.6760997772216797,290,0.2,143.44497607655504,40.286297127708984
62000,0.0003,-2.033293572664261,0.006677957,15.314549446105957,-0.0022230563688743123,0.04549999934621155,92.12516265392304,0.11648499965667725,0.6686422824859619,300,0.2,144.82943925233644,42.30710446370582
64000,0.0003,-2.017766435146332,0.006163083,15.692055702209473,-9.7271673694177e-06,0.04494999944232404,63.932143082618715,0.3939460515975952,0.6664938926696777,310,0.2,146.85219399538107,44.67717209192031
66000,0.0003,-1.982467230260372,0.007920819,6.065615177154541,-0.00415098795947852,0.04929999958723783,36.13100750565529,0.002514779567718506,0.6391229033470154,320,0.2,147.00223214285714,46.811625543833266
68000,0.0003,-1.9167314657568932,0.00661805,113.04700469970703,-0.002951848038972822,0.05804999940097332,145.1381328868866,0.06443947553634644,0.6335586309432983,330,0.2,149.13406593406594,49.62364881810472
70000,0.0003,-1.9066864648461341,0.0056126853,16.47849464416504,0.0005940569075825763,0.03649999952875078,62.37501028776169,0.2829505205154419,0.6347438097000122,340,0.2,149.8458244111349,51.771721236436775
72000,0.0003,-1.8985336631536485,0.007052779,81.22005462646484,-0.003079130894251103,0.06329999935813248,161.35968061447144,0.19346076250076294,0.6286426782608032,350,0.2,147.75359342915812,51.698012510459534
74000,0.0003,-1.874862843453884,0.0050090305,81.3548583984375,-0.0012124195647649683,0.025999999549239875,206.32713871002198,0.0995684266090393,0.6199856996536255,360,0.2,149.1939393939394,54.010018743878774
76000,0.0003,-1.8479822534322738,0.004380248,11.878756523132324,6.408509631455672e-05,0.03799999936483801,61.31050805568695,0.4617944359779358,0.6131047606468201,370,0.2,150.5168986083499,56.36966706948329
78000,0.0003,-1.8174464842677116,0.0040694457,28.901975631713867,-0.002715021217152751,0.05209999945014715,90.44033709049225,0.19162851572036743,0.6014120578765869,380,0.2,150.88155339805826,58.16005170137659
80000,0.0003,-1.7879989287257194,0.007689166,44.831111907958984,-0.0032825920438335743,0.06864999960176647,157.06987453460692,0.13604623079299927,0.597871720790863,390,0.2,150.78490566037735,60.03710215917627
82000,0.0003,-1.7621477803587913,0.008153801,209.18019104003906,-0.0006898844635976253,0.07064999948255718,185.2417931652069,0.17242050170898438,0.5867801904678345,400,0.2,152.603738317757,62.35274264846601
84000,0.0003,-1.7296377503871918,0.007729467,9.348883628845215,-0.002772318318088942,0.06594999959692359,53.032361867427824,0.3078829050064087,0.5775817632675171,410,0.2,152.62181818181818,63.96824903866509
86000,0.0003,-1.6912667456269264,0.0068822787,83.56720733642578,0.0003012446106460631,0.03684999963268638,214.58585741043092,0.2087523341178894,0.5720720291137695,420,0.2,153.2584670231729,66.1030034584055
88000,0.0003,-1.678076760172844,0.0114964945,44.812416076660156,-0.0027057572732126587,0.10229999938048423,154.31821223258973,0.22897368669509888,0.5659396648406982,430,0.2,153.33566433566435,67.4264334722457
90000,0.0003,-1.6511814957857132,0.0051135556,119.85700988769531,-0.0026523088545778585,0.046299999486654995,191.02059141159057,0.2841068506240845,0.559323787689209,440,0.2,153.50170648464163,69.34821135813763
92000,0.0003,-1.6269581297039986,0.006099076,131.5098876953125,-0.0025587694189282053,0.07394999942742288,233.12446931838988,0.22991341352462769,0.5533892512321472,450,0.2,154.5177065767285,71.36815475215208
94000,0.0003,-1.6036212965846062,0.0036894523,72.87691497802734,-0.0012304186927009119,0.02119999968446791,97.60268879652023,0.4390033483505249,0.5476952791213989,460,0.2,154.5848434925865,73.1396712505483
96000,0.0003,-1.5939023339748382,0.0047956286,99.98300170898438,-0.0020512162797302145,0.06189999951981008,251.10828594207763,0.30039262771606445,0.5507556200027466,470,0.2,155.7792207792208,75.3170118418204
98000,0.0003,-1.576719200015068,0.009875038,62.1732177734375,-0.004518764847640338,0.07444999942556024,171.30694089889528,0.47166526317596436,0.539965033531189,480,0.2,155.03006329113924,76.66001381172745
100000,0.0003,-1.544534595310688,0.0027425156,158.58615112304688,-0.0013564160106900093,0.03739999948069453,336.3556409454346,0.0817914605140686,0.5345304012298584,490,0.2,154.91459627329192,77.90731805644276
102000,0.0003,-1.5341796898841857,0.0050400523,132.67344665527344,-0.001392084072621218,0.05024999951012433,220.7205857372284,0.25401872396469116,0.533491849899292,500,0.2,154.779299847793,79.00034223046067
104000,0.0003,-1.5244972828030585,0.006327697,82.17514038085938,-0.003569185461985942,0.08334999932907522,286.8661936569214,0.08369368314743042,0.530987024307251,510,0.2,155.05979073243648,80.86835725887647
106000,0.0003,-1.504811699092388,0.0030561723,190.81690979003906,0.001215481806583556,0.03484999956563115,224.26257822036743,0.20398825407028198,0.5234699249267578,520,0.2,155.2863436123348,82.52573716797167
