Gen Number,ID,Fitness,Weights,Diversity,Black Line Percentage
0,1,3.0395059224119054e-05,"[-0.3580349199523043, -0.8058786630044816, 0.6688352277814484, -0.9495549635969951, -0.5224635223069487, 0.7142166738589908, -0.8990791912174505, -0.6117816319035738, -0.048188651420691286, -0.5296326904960202, -0.28179674837357593, -0.7096729657323231, -0.7287239573571942, -0.8044239778286684, -0.6966305915774378, -0.7109605437343174, -0.9410512531424209, 0.4584296343464953, 0.3523877715378769, -0.11292297471319834, -0.7502492783767374, -0.648452468934388, 0.2193968515791882, -0.4562045881481256, 0.42552799613488124, -0.2679708161392307, -0.44038607554571385, 0.7630053260772285, -0.6665670158741268, -0.7983071080037181, 0.9482437227640945, 0.9129040731948115, -0.7493902617003569, -0.7369873823696107, -0.3190434371425017, 0.001088904457321238, 0.6951620217796701, 0.13636374366074544, -0.5671302423059497, 0.24288352176691186, -0.22757172300501538, -0.2304385084184406]",0.5663893891918528,0.0
0,2,0.0003039069859918296,"[-0.6217555669299004, 0.9147857521456948, -0.7537537288648326, -0.826932725758615, 0.20347320988474094, 0.1918312478212152, -0.7478484529998861, 0.23004970130657232, -0.34523786094115083, -0.3094138421739141, -0.3185822442226267, -0.7552264946841525, 0.8984806399807657, -0.29221898968582827, -0.019133446646829144, -0.8750519180602319, -0.021454017028087247, -0.3001688681958392, 0.9221444301378425, -0.4720240478411877, 0.4715866085958602, -0.0025092721753616765, 0.8535262099275134, 0.35266780356774463, -0.8545335762348354, -0.47796118595731696, -0.6264305321627341, 0.2887608604203644, -0.8761494621001349, -0.31942561287839877, -0.017571778916515735, 0.5698120192457055, -0.9295553330698689, 0.21798885954956249, 0.18119612805310314, -0.9067019417382101, -0.6446643405471342, 0.6012440481519217, -0.4620783747414978, -0.5393239104477416, 0.7007567135521304, 0.7300987483806001]",0.5663893891918528,0.0
0,3,0.0003039505922411907,"[-0.14063487677489528, 0.2004760471772875, -0.3952793188800834, -0.2794827176598298, 0.5444294212025369, 0.23593153832585956, 0.4376450813551933, -0.0633734852420842, 0.736276936846012, -0.948839314409692, 0.4418474074413996, -0.2522979156112075, -0.6938680473574743, -0.0809177203350695, -0.2202499163035403, 0.31402967353702804, 0.9990851485996517, -0.5893139422109732, 0.4586332981875152, 0.4180483054681361, 0.9395744069433454, 0.3400287553633832, 0.06369467076474233, 0.47407959149360024, -0.7708087028594328, 0.22968775931130891, -0.377823903185333, 0.8184700193373353, 0.9875521544648893, 0.9232873753439912, -0.5273817617448575, -0.4147886708469084, 0.5911155703903064, -0.3133926298500005, -0.6868097710967318, 0.25039075205455585, -0.5759928598702937, 0.0843379175999801, 0.7513668478019813, 0.15458607156865, -0.17541493812924558, 0.4051440269968247]",0.5663893891918528,0.0
0,4,0.0003039505922411907,"[0.838928813413595, -0.03650801841252016, -0.519434979362734, 0.9206455754317691, 0.38212442008618086, 0.9825025572483621, -0.2452119209184307, -0.635391222407911, 0.43502373847595055, -0.6877386433476529, -0.4392667267765482, -0.42572763236442546, -0.053627298814193036, 0.33223114135226917, 0.6754592253952554, -0.18100905856922722, 0.842118188232674, -0.8009678002976683, 0.4542316695446589, -0.2272238009928056, 0.28462984187615525, -0.0611920213922883, -0.6199183272597029, 0.8576596617189465, 0.8316629269045441, 0.2502000514947236, 0.017534984863957215, 0.3234919675296146, 0.6288769409685167, -0.4813851543180976, -0.4332865262389216, 0.41533060068565986, -0.5307154753884331, 0.45580822910806074, 0.4837123117992652, -0.39717587135094123, -0.262587917186178, 0.9330959461515322, 0.15593442107008526, 0.8252790239927907, 0.2175658150131521, 0.47823855160570794]",0.5663893891918528,0.0
0,5,0.0003039505922411907,"[0.3133390000975207, -0.4010252871788491, 0.19341313749420186, -0.2774044088002112, -0.8327745542860008, -0.13508696310034995, 0.3549563737218606, -0.5649775384804971, -0.7795020044671672, 0.9083864601930176, 0.7351357531919867, -0.35872979579601294, 0.7832296114285924, -0.593310250747147, 0.11823680795451952, 0.7061797836366339, 0.054758255904463926, -0.3443920927721187, 0.8428605750646572, 0.4877012709881807, 0.49717518660108606, 0.7344115329079004, 0.43446240964483684, -0.3794673831405935, 0.5456026880098694, 0.5975286128695405, -0.5618047337552423, -0.031445266932646154, 0.478986282871811, 0.40148436644661323, -0.3399181758418144, -0.7330587725522015, -0.5805076744760707, 0.8063994019761216, -0.9415489356308364, -0.013803674367389274, -0.24091041524322554, 0.9166379355843577, 0.7089473882088961, -0.6103336481982937, 0.35908087050079707, -0.47937111524273]",0.5663893891918528,0.0
0,6,0.9459212108098601,"[0.40125767542064383, -0.9065008994250952, -0.6157569915547334, 0.9068501661434545, -0.7061581311151819, -0.5925929825419345, -0.3820191570533513, -0.3803450461496305, -0.23244802631848027, -0.6956311681518863, -0.5890586527419677, 0.3389283521166946, -0.9022170805663718, 0.10581176547244686, -0.43703245198937535, -0.36726817660066313, 0.8473335239348518, -0.24044037267942198, 0.9005822327769337, 0.18028463153358198, 0.31055619765135, -0.46252980794427057, 0.248266376048893, 0.9891510039738727, -0.18018234116231713, 0.8964490723024403, -0.05610674589753706, -0.08370458961905203, 0.8075317217399449, 0.710479718148894, -0.805275195540764, 0.07769961705077266, 0.3529652126020615, -0.5862678711443503, -0.5550803243918101, 0.6675681992002636, 0.43109702778307946, 0.689766881233802, -0.8057679549788788, -0.9635356396720907, 0.2898881266678808, -0.26870252299211206]",0.5663893891918528,0.945617402431222
0,7,3.0395059224119054e-05,"[0.8763912609833435, -0.3466233969777124, 0.2599046060486696, -0.9966216405322348, -0.30244758109635583, 0.24170612135579184, -0.8777573144040647, 0.7086727267357189, -0.9563908858673842, 0.37869017234323077, 0.6918506047136395, 0.40555156480574195, -0.3829623957138646, -0.9580958286406365, 0.7458047468098703, 0.1911351184876342, 0.16345785237474697, 0.29947712339861954, 0.04834055995552178, 0.43215023520419393, 0.7527826599502456, -0.8776711169966609, 0.09410424320384281, 0.26793080851724627, -0.941569914357002, 0.05311469830498328, -0.9648852100366889, -0.8507264983142329, 0.9761706526130685, 0.09795098770407407, -0.21259157221959724, 0.053557832259399696, -0.4712861408683524, -0.6608675708394782, 0.7417449895870274, 0.615296603324035, -0.4383955397529622, 0.9396733896729361, -0.5716101152421402, 0.6453428925885514, 0.4564307922463142, 0.5706177607427936]",0.5663893891918528,0.0
0,8,0.00030390380474902253,"[-0.35149670698829993, 0.9818640952907376, 0.9169258604203157, 0.18510909574856282, -0.7221689472813297, 0.3400684831944245, -0.5265772666990205, -0.775392652122842, 0.6697449353631582, 0.45010860041914347, -0.3978033010398192, -0.6296959289681403, 0.973799598873365, -0.17952342789442666, -0.24045359604292194, -0.9226926706514393, -0.8904742626519668, 0.38232093861237626, -0.9054653549972151, 0.060904658706828485, 0.62564140809908, -0.5960581056265748, 0.35006846446829454, -0.7308638032591981, -0.2935576829940285, 0.26609470963800863, -0.9499031871009125, 0.43475284091958066, -0.7125499274080829, -0.31994885136937445, 0.10404791186658047, -0.2924161842796742, -0.4503232419046168, 0.8729458292337955, 0.6604796561580779, -0.08302396331027362, -0.902163767724526, -0.7116293915961507, 0.045975047624764454, -0.7529263366115506, -0.3671999456825692, -0.19734451919298612]",0.5663893891918528,0.0
0,9,0.0003038598107812473,"[0.7159468831654265, -0.7855141168354487, 0.6646077039785425, 0.5024835112020534, -0.6030516610238952, -0.37928923932411074, -0.1403364934413318, -0.7147430634903014, -0.4092543230239236, -0.7918527831386237, 0.6652444123577705, 0.10173662620360324, -0.6509866788285916, 0.7630133323086321, 0.6338714168314024, -0.775836038463368, 0.7402824733018882, -0.06051841090050414, 0.25981973520725354, -0.051784524017052025, -0.19799473163318715, 0.4752192932175061, -0.7559179799523899, 0.14018344872656385, 0.8066595708576718, -0.06901663819762915, -0.31332688993018065, 0.3623182592132195, 0.988093858108358, -0.577229213044061, -0.1270829068873376, -0.46179897572115913, 0.6944537542679035, -0.1357300718879062, -0.7720852175851347, 0.008868457439967559, -0.7646560596340262, -0.30647899405160306, 0.8091467996881756, -0.3496717015495989, -0.28296311125179896, 0.45723325416118876]",0.5663893891918528,0.0
0,10,0.9491203293510384,"[0.8930896417707448, -0.5261561252259686, 0.8872048589546455, -0.8081975111245181, 0.162991084479696, -0.7554322209714694, -0.3215556295098836, 0.6572272828306651, -0.31055163749586323, -0.07961001586473726, -0.8612653132915702, -0.3068244892491745, -0.622842748291021, -0.6582182437518942, -0.6333704548709786, -0.7176914714665674, -0.12852881533856575, -0.8469302582514469, -0.7467386738477195, 0.5758670430452906, -0.13439148144437874, 0.45975444338892135, -0.537282733278597, -0.036509843773187, 0.32148794602270003, -0.28655683832177026, 0.29906787197157936, 0.10892816864551347, 0.6651132644316586, -0.6825041964548633, 0.8631648223972315, -0.9258298109571264, 0.482840835366223, -0.332087182076493, 0.4538209022904309, 0.7971415743145835, -0.7517253899371277, -0.7083542942149059, 0.09789372281089515, -0.45296109485593017, -0.08696323892839497, -0.6151338924397418]",0.5663893891918528,0.9488163787587972
