Gen Number,Black Line Percentage
279,0.9213051823416508
280,0.9321817018554064
281,0.9315419065898912
282,0.9315419065898912
283,0.9264235444657708
284,0.9251439539347408
285,0.928342930262316
286,0.924504158669226
287,0.9309021113243762
288,0.9302623160588612
289,0.9296225207933462
290,0.9302623160588612
291,0.9309021113243762
292,0.9302623160588612
293,0.9309021113243762
294,0.9238643634037108
295,0.9296225207933462
296,0.9251439539347408
297,0.9296225207933462
298,0.9302623160588612
299,0.9321817018554064
300,0.927703134996801
301,0.9264235444657708
302,0.925783749200256
303,0.9296225207933462
304,0.928342930262316
305,0.9238643634037108
306,0.927703134996801
307,0.927703134996801
308,0.928342930262316
309,0.9206653870761357
310,0.928342930262316
311,0.9328214971209212
312,0.9251439539347408
313,0.9219449776071658
314,0.9206653870761357
315,0.927063339731286
316,0.9315419065898912
317,0.9200255918106206
318,0.9238643634037108
319,0.9168266154830454
320,0.9136276391554704
321,0.9206653870761357
322,0.9328214971209212
323,0.9289827255278312
324,0.927703134996801
325,0.9309021113243762
326,0.9251439539347408
327,0.927703134996801
328,0.9264235444657708
329,0.9238643634037108
330,0.9328214971209212
331,0.9309021113243762
332,0.9296225207933462
333,0.9309021113243762
334,0.927063339731286
335,0.9296225207933462
336,0.924504158669226
337,0.9238643634037108
338,0.9225847728726808
339,0.9296225207933462
340,0.9321817018554064
341,0.9238643634037108
342,0.9321817018554064
343,0.9289827255278312
344,0.9302623160588612
345,0.9232245681381958
346,0.9289827255278312
347,0.9321817018554064
348,0.9289827255278312
349,0.9328214971209212
350,0.9238643634037108
351,0.925783749200256
352,0.928342930262316
353,0.924504158669226
354,0.9309021113243762
355,0.9206653870761357
356,0.9225847728726808
357,0.925783749200256
358,0.9264235444657708
359,0.9296225207933462
360,0.9296225207933462
361,0.9206653870761357
362,0.9187460012795904
363,0.928342930262316
364,0.925783749200256
365,0.9232245681381958
366,0.9251439539347408
367,0.9289827255278312
368,0.9289827255278312
369,0.9264235444657708
370,0.927703134996801
371,0.927703134996801
372,0.9232245681381958
373,0.9302623160588612
374,0.9296225207933462
375,0.9225847728726808
376,0.925783749200256
377,0.9225847728726808
378,0.9238643634037108
379,0.927703134996801
380,0.9296225207933462
381,0.9289827255278312
382,0.9296225207933462
383,0.927063339731286
384,0.9296225207933462
385,0.927703134996801
386,0.9219449776071658
387,0.928342930262316
388,0.9232245681381958
389,0.9296225207933462
390,0.9289827255278312
391,0.9232245681381958
392,0.928342930262316
393,0.924504158669226
394,0.9200255918106206
395,0.9219449776071658
396,0.9200255918106206
